Gene	Gistic(Q-value)	Cytoband	CNA	#	Freq CNA	Is Cancer Gene CN(source: OncoKB)
SH3BGR		21q22.2	HOMDEL	55	11.2%	No
TSPYL1		6q22.1	HOMDEL	55	11.2%	No
TNKS		8p23.1	HOMDEL	55	11.2%	No
PAPSS2		10q23.2-q23.31	HOMDEL	55	11.2%	No
B3GALT5		21q22.2	HOMDEL	55	11.2%	No
TSPYL4		6q22.1	HOMDEL	55	11.2%	No
DSE		6q22.1	HOMDEL	55	11.2%	No
TENT5A		6q14.1	HOMDEL	55	11.2%	No
ERI1		8p23.1	HOMDEL	55	11.2%	No
RP1L1		8p23.1	HOMDEL	55	11.2%	No
B3GALT5-AS1		21q22.2	HOMDEL	55	11.2%	No
PRSS55		8p23.1	HOMDEL	55	11.2%	No
C8ORF74		8p23.1	HOMDEL	55	11.2%	No
NT5DC1		6q22.1	HOMDEL	55	11.2%	No
RNA5SP210		6q14.1	HOMDEL	55	11.2%	No
RNA5SP252		8p23.1	HOMDEL	55	11.2%	No
RN7SKP1		13q13.3	HOMDEL	55	11.2%	No
COL10A1		6q22.1	HOMDEL	54	11.0%	No
HMGN1		21q22.2	HOMDEL	54	11.0%	No
RFXAP		13q13.3	HOMDEL	54	11.0%	No
WRB		21q22.2	HOMDEL	54	11.0%	No
MFHAS1		8p23.1	HOMDEL	54	11.0%	No
SARAF		8p12	HOMDEL	54	11.0%	No
PPP1R3B		8p23.1	HOMDEL	54	11.0%	No
LCA5L		21q22.2	HOMDEL	54	11.0%	No
ARL2BPP3		13q13.3	HOMDEL	54	11.0%	No
RNY3P10	1.711e-36	13q21.33	HOMDEL	54	11.0%	No
BCKDHB		6q14.1	HOMDEL	53	10.8%	No
LIPF		10q23.31	HOMDEL	53	10.8%	No
LEPROTL1		8p12	HOMDEL	53	10.8%	No
LINC00599		8p23.1	HOMDEL	53	10.8%	No
RFX6		6q22.1	HOMDEL	53	10.8%	No
RNA5SP214		6q22.1	HOMDEL	53	10.8%	No
RN7SL761P	1.711e-36	13q21.33	HOMDEL	53	10.8%	No
KPNA5		6q22.1	HOMDEL	52	10.6%	No
ROS1		6q22.1	HOMDEL	52	10.6%	Yes
ATXN8OS	1.711e-36	13q21.33	HOMDEL	52	10.6%	No
PIBF1	1.711e-36	13q21.33-q22.1	HOMDEL	52	10.6%	No
RWDD1		6q22.1	HOMDEL	52	10.6%	No
GOPC		6q22.1	HOMDEL	52	10.6%	Yes
CLDN23		8p23.1	HOMDEL	52	10.6%	No
CALHM4		6q22.1	HOMDEL	52	10.6%	No
ZUP1		6q22.1	HOMDEL	52	10.6%	No
FAM162B		6q22.1	HOMDEL	52	10.6%	No
GPRC6A		6q22.1	HOMDEL	52	10.6%	No
SLC35F1		6q22.2-q22.31	HOMDEL	52	10.6%	No
VGLL2		6q22.1	HOMDEL	52	10.6%	No
CALHM5		6q22.1	HOMDEL	52	10.6%	No
RSPH4A		6q22.1	HOMDEL	52	10.6%	No
CALHM6		6q22.1	HOMDEL	52	10.6%	No
MBOAT4		8p12	HOMDEL	52	10.6%	No
TRAPPC3L		6q22.1	HOMDEL	52	10.6%	No
LINC00393	1.711e-36	13q22.1	HOMDEL	52	10.6%	No
LINC00348	1.711e-36	13q21.33	HOMDEL	52	10.6%	No
RN7SKP51		6q22.1	HOMDEL	52	10.6%	No
RN7SKP18		6q22.1	HOMDEL	52	10.6%	No
KLF5	1.711e-36	13q22.1	HOMDEL	51	10.4%	Yes
DACH1	1.711e-36	13q21.33	HOMDEL	51	10.4%	No
GTF2E2		8p12	HOMDEL	51	10.4%	No
NRG1		8p12	HOMDEL	51	10.4%	Yes
TTK		6q14.1	HOMDEL	51	10.4%	No
DCTN6		8p12	HOMDEL	51	10.4%	No
RBPMS		8p12	HOMDEL	51	10.4%	No
KLF12	1.711e-36	13q22.1	HOMDEL	51	10.4%	No
DIS3	1.711e-36	13q21.33	HOMDEL	51	10.4%	Yes
BORA	1.711e-36	13q21.33	HOMDEL	51	10.4%	No
TUBBP1		8p12	HOMDEL	51	10.4%	No
MCM9		6q22.31	HOMDEL	51	10.4%	No
DCBLD1		6q22.1	HOMDEL	51	10.4%	No
SERTM1		13q13.3	HOMDEL	51	10.4%	No
MZT1	1.711e-36	13q21.33	HOMDEL	51	10.4%	No
LIPK		10q23.31	HOMDEL	51	10.4%	No
LIPN		10q23.31	HOMDEL	51	10.4%	No
SMIM18		8p12	HOMDEL	51	10.4%	No
RNA5SP32	1.711e-36		HOMDEL	51	10.4%	No
RNY1P8	1.711e-36	13q22.1	HOMDEL	51	10.4%	No
LINC00392	1.711e-36	13q22.1	HOMDEL	51	10.4%	No
RN7SL178P		8p23.1	HOMDEL	51	10.4%	No
ZFHX3	8.984e-33	16q22.2-q22.3	HOMDEL	50	10.2%	Yes
CHD1	4.892e-36	5q15-q21.1	HOMDEL	50	10.2%	No
DEFA1		8p23.1	HOMDEL	50	10.2%	No
DEFA3		8p23.1	HOMDEL	50	10.2%	No
DEFA5		8p23.1	HOMDEL	50	10.2%	No
DEFB4A		8p23.1	HOMDEL	50	10.2%	No
GSR		8p12	HOMDEL	50	10.2%	No
PLN		6q22.31	HOMDEL	50	10.2%	No
PPP2CB		8p12	HOMDEL	50	10.2%	No
ELOVL4		6q14.1	HOMDEL	50	10.2%	No
UBXN8		8p12	HOMDEL	50	10.2%	No
SPAG11B		8p23.1	HOMDEL	50	10.2%	No
ASF1A		6q22.31	HOMDEL	50	10.2%	No
SNORD37	1.711e-36	19p13.3	HOMDEL	50	10.2%	No
DEFB103B		8p23.1	HOMDEL	50	10.2%	No
TEX15		8p12	HOMDEL	50	10.2%	No
FAM184A		6q22.31	HOMDEL	50	10.2%	No
NUS1		6q22.1	HOMDEL	50	10.2%	No
DEFB104A		8p23.1	HOMDEL	50	10.2%	No
PRAG1		8p23.1	HOMDEL	50	10.2%	No
DEFB105A		8p23.1	HOMDEL	50	10.2%	No
DEFB106A		8p23.1	HOMDEL	50	10.2%	No
DEFB107A		8p23.1	HOMDEL	50	10.2%	No
FAM86B3P		8p23.1	HOMDEL	50	10.2%	No
CEP85L		6q22.31	HOMDEL	50	10.2%	No
DEFB103A		8p23.1	HOMDEL	50	10.2%	No
FAM90A24P		8p23.1	HOMDEL	50	10.2%	No
DEFB107B		8p23.1	HOMDEL	50	10.2%	No
DEFB104B		8p23.1	HOMDEL	50	10.2%	No
DEFB106B		8p23.1	HOMDEL	50	10.2%	No
DEFB105B		8p23.1	HOMDEL	50	10.2%	No
FAM85B		8p23.1	HOMDEL	50	10.2%	No
SPAG11A		8p23.1	HOMDEL	50	10.2%	No
DEFA1B		8p23.1	HOMDEL	50	10.2%	No
FAM66B		8p23.1	HOMDEL	50	10.2%	No
ZNF705G		8p23.1	HOMDEL	50	10.2%	No
FAM66E		8p23.1	HOMDEL	50	10.2%	No
ZNF705B		8p23.1	HOMDEL	50	10.2%	No
LRLE1		8p23.1	HOMDEL	50	10.2%	No
DEFB4B		8p23.1	HOMDEL	50	10.2%	No
ALG1L13P		8p23.1	HOMDEL	50	10.2%	No
WRN		8p12	HOMDEL	49	10.0%	Yes
GSE1	4.252e-39	16q24.1	HOMDEL	49	10.0%	No
PURG		8p12	HOMDEL	49	10.0%	No
MCPH1		8p23.1	HOMDEL	49	10.0%	No
SH3BGRL2		6q14.1	HOMDEL	49	10.0%	No
LINC00347	1.711e-36	13q22.1	HOMDEL	49	10.0%	No
LINC00402	1.711e-36	-	HOMDEL	49	10.0%	No
RNY1P5	1.711e-36	13q22.1	HOMDEL	49	10.0%	No
LINC00381	1.711e-36	13q22.1	HOMDEL	49	10.0%	No
RN7SKP159		8p23.2	HOMDEL	49	10.0%	No
CCNA1		13q13.3	HOMDEL	48	9.8%	No
KIAA0513	4.252e-39	16q24.1	HOMDEL	48	9.8%	No
TBC1D4	1.711e-36	13q22.2	HOMDEL	48	9.8%	No
AGPAT5		8p23.1	HOMDEL	48	9.8%	No
ZDHHC7	4.252e-39	16q24.1	HOMDEL	48	9.8%	No
LINC00311	4.252e-39	16q24.1	HOMDEL	48	9.8%	No
FAM92B	4.252e-39	16q24.1	HOMDEL	48	9.8%	No
RNA5SP261		8p12	HOMDEL	48	9.8%	No
RNA5SP262		8p12	HOMDEL	48	9.8%	No
ANGPT2		8p23.1	HOMDEL	47	9.6%	No
COX4I1	4.252e-39	16q24.1	HOMDEL	47	9.6%	No
DEFB1		8p23.1	HOMDEL	47	9.6%	No
FOXF1	4.252e-39	16q24.1	HOMDEL	47	9.6%	Yes
FOXC2	4.252e-39	16q24.1	HOMDEL	47	9.6%	No
IRF8	4.252e-39	16q24.1	HOMDEL	47	9.6%	Yes
LMO7	1.711e-36	13q22.2	HOMDEL	47	9.6%	No
TAF1C	4.252e-39	16q24.1	HOMDEL	47	9.6%	No
USP10	4.252e-39	16q24.1	HOMDEL	47	9.6%	No
ATP2C2	4.252e-39	16q24.1	HOMDEL	47	9.6%	No
EMC8	4.252e-39	16q24.1	HOMDEL	47	9.6%	No
SPART		13q13.3	HOMDEL	47	9.6%	No
COTL1	4.252e-39	16q24.1	HOMDEL	47	9.6%	No
GINS2	4.252e-39	16q24.1	HOMDEL	47	9.6%	No
MEAK7	4.252e-39	16q24.1	HOMDEL	47	9.6%	No
WFDC1	4.252e-39	16q24.1	HOMDEL	47	9.6%	No
MTHFSD	4.252e-39	16q24.1	HOMDEL	47	9.6%	No
KLHL36	4.252e-39	16q24.1	HOMDEL	47	9.6%	No
CRISPLD2	4.252e-39	16q24.1	HOMDEL	47	9.6%	No
KCNG4	4.252e-39	16q24.1	HOMDEL	47	9.6%	No
DNAAF1	4.252e-39	16q24.1	HOMDEL	47	9.6%	No
ADAD2	4.252e-39	16q24.1	HOMDEL	47	9.6%	No
COMMD6	1.711e-36	13q22.2	HOMDEL	47	9.6%	No
HCCAT5	8.984e-33	16q22.3	HOMDEL	47	9.6%	No
LIPM		10q23.31	HOMDEL	47	9.6%	No
C16ORF47	8.984e-33	16q22.3	HOMDEL	47	9.6%	No
FENDRR	4.252e-39	16q24.1	HOMDEL	47	9.6%	No
C16ORF74	4.252e-39	16q24.1	HOMDEL	47	9.6%	No
LINC00917	4.252e-39	16q24.1	HOMDEL	47	9.6%	No
SPART-AS1		13q13.3	HOMDEL	47	9.6%	No
RNA5SP433	4.252e-39	16q24.1	HOMDEL	47	9.6%	No
RNA5SP263		8p12	HOMDEL	47	9.6%	No
RN7SL381P	4.252e-39	16q24.1	HOMDEL	47	9.6%	No
RN7SL318P		8p23.2	HOMDEL	47	9.6%	No
FOXL1	4.252e-39	16q24.1	HOMDEL	46	9.3%	No
MAN1A1		6q22.31	HOMDEL	46	9.3%	No
UCHL3	1.711e-36	13q22.2	HOMDEL	46	9.3%	No
MBTPS1	4.252e-39	16q23.3-q24.1	HOMDEL	46	9.3%	No
DCLK1		13q13.3	HOMDEL	46	9.3%	No
OSGIN1	4.252e-39	16q23.3	HOMDEL	46	9.3%	No
NECAB2	4.252e-39	16q23.3	HOMDEL	46	9.3%	No
SOHLH2		13q13.3	HOMDEL	46	9.3%	No
BANP		16q24.2	HOMDEL	46	9.3%	No
HSDL1	4.252e-39	16q24.1	HOMDEL	46	9.3%	No
ANKRD22		10q23.31	HOMDEL	46	9.3%	No
SLC38A8	4.252e-39	16q23.3	HOMDEL	46	9.3%	No
LCA5		6q14.1	HOMDEL	46	9.3%	No
XKR5		8p23.1	HOMDEL	46	9.3%	No
CCDC169		13q13.3	HOMDEL	46	9.3%	No
C16ORF95		16q24.2	HOMDEL	46	9.3%	No
RNA5SP432	4.252e-39	16q23.3	HOMDEL	46	9.3%	No
DEFA4		8p23.1	HOMDEL	45	9.1%	No
DEFA6		8p23.1	HOMDEL	45	9.1%	No
PLCG2		16q23.3	HOMDEL	45	9.1%	Yes
ST8SIA4		5q21.1	HOMDEL	45	9.1%	No
MYCBP2	1.711e-36	13q22.3	HOMDEL	45	9.1%	No
FBXO31		16q24.2	HOMDEL	45	9.1%	Yes
LMO7DN	1.711e-36	13q22.2	HOMDEL	45	9.1%	No
LINC00561	1.711e-36	13q22.2	HOMDEL	45	9.1%	No
RN7SL571P	1.711e-36	13q22.2	HOMDEL	45	9.1%	No
CA5A		16q24.2	HOMDEL	44	8.9%	No
CDH13		16q23.3	HOMDEL	44	8.9%	No
MYOM2		8p23.3	HOMDEL	44	8.9%	No
HMGN3		6q14.1	HOMDEL	44	8.9%	No
MINPP1		10q23.2	HOMDEL	44	8.9%	No
ZCCHC14		16q24.2	HOMDEL	44	8.9%	No
MLYCD	4.252e-39	16q23.3	HOMDEL	44	8.9%	No
FBXO25		8p23.3	HOMDEL	44	8.9%	No
KLHDC4		16q24.2	HOMDEL	44	8.9%	No
JPH3		16q24.2	HOMDEL	44	8.9%	No
MAP1LC3B		16q24.2	HOMDEL	44	8.9%	No
TDRP		8p23.3	HOMDEL	44	8.9%	No
ERICH1		8p23.3	HOMDEL	44	8.9%	No
ZNF596		8p23.3	HOMDEL	44	8.9%	No
RGMB		5q15	HOMDEL	44	8.9%	No
FAM174A		5q21.1	HOMDEL	44	8.9%	No
OR4F21		8p23.3	HOMDEL	44	8.9%	No
RPL23AP53		8p23.3	HOMDEL	44	8.9%	No
RN7SKP62		5q21.1	HOMDEL	44	8.9%	No
CLN5	1.711e-36	13q22.3	HOMDEL	43	8.7%	No
CLN8		8p23.3	HOMDEL	43	8.7%	No
HSBP1		16q23.3	HOMDEL	43	8.7%	No
SLC7A5		16q24.2	HOMDEL	43	8.7%	No
SCEL	1.711e-36	13q22.3	HOMDEL	43	8.7%	No
DLGAP2		8p23.3	HOMDEL	43	8.7%	No
ARHGEF10		8p23.3	HOMDEL	43	8.7%	No
KBTBD11		8p23.3	HOMDEL	43	8.7%	No
FBXL3	1.711e-36	13q22.3	HOMDEL	43	8.7%	No
NBEA		13q13.3	HOMDEL	43	8.7%	No
STAMBPL1		10q23.31	HOMDEL	43	8.7%	No
ZNF469		16q24.2	HOMDEL	43	8.7%	No
KCTD12	1.711e-36	13q22.3	HOMDEL	43	8.7%	No
CDYL2		16q23.2	HOMDEL	43	8.7%	No
ZFPM1		16q24.2	HOMDEL	43	8.7%	No
ACOD1	1.711e-36	13q22.3	HOMDEL	43	8.7%	No
LINC00445		13q13.3	HOMDEL	43	8.7%	No
RNA5SP251		8p23.2	HOMDEL	43	8.7%	No
GCSH		16q23.2	HOMDEL	42	8.5%	No
HSD17B2		16q23.3	HOMDEL	42	8.5%	No
MAF		16q23.2	HOMDEL	42	8.5%	Yes
GAN		16q23.2	HOMDEL	42	8.5%	No
MPHOSPH6		16q23.3	HOMDEL	42	8.5%	No
ATMIN		16q23.2	HOMDEL	42	8.5%	No
WWOX		16q23.1-q23.2	HOMDEL	42	8.5%	No
LRP1B		2q22.1-q22.2	HOMDEL	42	8.5%	Yes
BCO1		16q23.2	HOMDEL	42	8.5%	No
PHIP		6q14.1	HOMDEL	42	8.5%	No
CENPN		16q23.2	HOMDEL	42	8.5%	No
CMC2		16q23.2	HOMDEL	42	8.5%	No
RNF122		8p12	HOMDEL	42	8.5%	No
TTI2		8p12	HOMDEL	42	8.5%	No
MAK16		8p12	HOMDEL	42	8.5%	No
FUT10		8p12	HOMDEL	42	8.5%	No
SDR42E1		16q23.3	HOMDEL	42	8.5%	No
PKD1L2		16q23.2	HOMDEL	42	8.5%	No
C16ORF46		16q23.2	HOMDEL	42	8.5%	No
SNORD13		8p12	HOMDEL	42	8.5%	No
RNA5SP215		6q22.31	HOMDEL	42	8.5%	No
RN7SL134P		16q23.3	HOMDEL	42	8.5%	No
RN7SL621P		8p12	HOMDEL	42	8.5%	No
RN7SKP190		16q23.3	HOMDEL	42	8.5%	No
APRT		16q24.3	HOMDEL	41	8.3%	No
CBFA2T3		16q24.3	HOMDEL	41	8.3%	Yes
CDH15		16q24.3	HOMDEL	41	8.3%	No
CYBA		16q24.2	HOMDEL	41	8.3%	No
EDNRB	1.711e-36	13q22.3	HOMDEL	41	8.3%	No
GALNS		16q24.3	HOMDEL	41	8.3%	No
MAB21L1		13q13.3	HOMDEL	41	8.3%	No
MVD		16q24.2	HOMDEL	41	8.3%	No
PIEZO1		16q24.3	HOMDEL	41	8.3%	No
CLEC3A		16q23.1	HOMDEL	41	8.3%	No
MON1B		16q23.1	HOMDEL	41	8.3%	No
IL17C		16q24.2	HOMDEL	41	8.3%	No
TRAPPC2L		16q24.3	HOMDEL	41	8.3%	No
PIH1D1		19q13.33	HOMDEL	41	8.3%	No
VAT1L		16q23.1	HOMDEL	41	8.3%	No
DUSP26		8p12	HOMDEL	41	8.3%	No
CMIP		16q23.2-q23.3	HOMDEL	41	8.3%	No
CDT1		16q24.3	HOMDEL	41	8.3%	No
PMFBP1	8.984e-33	16q22.2	HOMDEL	41	8.3%	No
RNF166		16q24.2-q24.3	HOMDEL	41	8.3%	No
ZC3H18		16q24.2	HOMDEL	41	8.3%	No
IRAK1BP1		6q14.1	HOMDEL	41	8.3%	No
SLC22A31		16q24.3	HOMDEL	41	8.3%	No
ADAMTS18		16q23.1	HOMDEL	41	8.3%	No
ZNF778		16q24.3	HOMDEL	41	8.3%	No
ACSF3		16q24.3	HOMDEL	41	8.3%	No
LINC00304		16q24.3	HOMDEL	41	8.3%	No
SNAI3		16q24.2	HOMDEL	41	8.3%	No
CTU2		16q24.3	HOMDEL	41	8.3%	No
PABPN1L		16q24.3	HOMDEL	41	8.3%	No
SYCE1L		16q23.1	HOMDEL	41	8.3%	No
RNA5SP431		16q23.2	HOMDEL	41	8.3%	No
LINC00331	1.711e-36	13q31.1	HOMDEL	41	8.3%	No
LINC00446	1.711e-36	13q22.3	HOMDEL	41	8.3%	No
RN7SL457P		8p12	HOMDEL	41	8.3%	No
RN7SL810P	1.711e-36	13q22.3	HOMDEL	41	8.3%	No
ACTA2		10q23.31	HOMDEL	40	8.1%	No
AFG3L1P		16q24.3	HOMDEL	40	8.1%	No
GAS8-AS1		16q24.3	HOMDEL	40	8.1%	No
DPEP1		16q24.3	HOMDEL	40	8.1%	No
FANCA		16q24.3	HOMDEL	40	8.1%	Yes
GAS8		16q24.3	HOMDEL	40	8.1%	No
MC1R		16q24.3	HOMDEL	40	8.1%	No
CHMP1A		16q24.3	HOMDEL	40	8.1%	No
RPL13		16q24.3|17p11.2	HOMDEL	40	8.1%	No
SPG7		16q24.3	HOMDEL	40	8.1%	No
CDK10		16q24.3	HOMDEL	40	8.1%	No
VPS9D1		16q24.3	HOMDEL	40	8.1%	No
SPRY2	1.711e-36	13q31.1	HOMDEL	40	8.1%	No
TUBB3		16q24.3	HOMDEL	40	8.1%	No
PRDM7		16q24.3	HOMDEL	40	8.1%	No
TCF25		16q24.3	HOMDEL	40	8.1%	No
SNORD33		19q13.33	HOMDEL	40	8.1%	No
CPNE7		16q24.3	HOMDEL	40	8.1%	No
ANKRD11		16q24.3	HOMDEL	40	8.1%	Yes
NDFIP2	1.711e-36	13q31.1	HOMDEL	40	8.1%	No
DEF8		16q24.3	HOMDEL	40	8.1%	No
DBNDD1		16q24.3	HOMDEL	40	8.1%	No
RNF219	1.711e-36	13q31.1	HOMDEL	40	8.1%	No
DYNLRB2		16q23.2	HOMDEL	40	8.1%	No
SPIRE2		16q24.3	HOMDEL	40	8.1%	No
CNTNAP4		16q23.1	HOMDEL	40	8.1%	No
CENPBD1		16q24.3	HOMDEL	40	8.1%	No
ZNF276		16q24.3	HOMDEL	40	8.1%	No
SLAIN1	1.711e-36	13q22.3	HOMDEL	40	8.1%	No
SPATA2L		16q24.3	HOMDEL	40	8.1%	No
SPATA33		16q24.3	HOMDEL	40	8.1%	No
TUBB8P7		16q24.3	HOMDEL	40	8.1%	No
TBC1D32		6q22.31	HOMDEL	40	8.1%	No
NUDT7		16q23.1	HOMDEL	40	8.1%	No
SLCO4C1		5q21.1	HOMDEL	40	8.1%	No
SNORD68		16q24.3	HOMDEL	40	8.1%	No
URAHP		16q24.3	HOMDEL	40	8.1%	No
RNY3P7	1.711e-36	13q22.3	HOMDEL	40	8.1%	No
FAM157C		16q24.3	HOMDEL	40	8.1%	No
GJA1		6q22.31	HOMDEL	39	7.9%	No
HP		16q22.2	HOMDEL	39	7.9%	No
HPR		16q22.2	HOMDEL	39	7.9%	No
IMPG1		6q14.1	HOMDEL	39	7.9%	No
POU4F1	1.711e-36	13q31.1	HOMDEL	39	7.9%	No
PSMD7	8.984e-33	16q23.1	HOMDEL	39	7.9%	No
DHX38		16q22.2	HOMDEL	39	7.9%	No
SLC17A5		6q13	HOMDEL	39	7.9%	No
TXNL4B		16q22.2	HOMDEL	39	7.9%	No
KCNQ5		6q13	HOMDEL	39	7.9%	No
WDR59		16q23.1	HOMDEL	39	7.9%	No
THSD7B	4.456e-21	2q22.1	HOMDEL	39	7.9%	No
CD109		6q13	HOMDEL	39	7.9%	No
SIGLEC17P		19q13.41	HOMDEL	39	7.9%	No
NPIPB15	8.984e-33	16q23.1	HOMDEL	39	7.9%	No
CLEC18B	8.984e-33	16q23.1	HOMDEL	39	7.9%	No
CASC8	7.108e-7	8q24.21	AMP	39	7.9%	No
RNY3P3	1.711e-36	13q22.3	HOMDEL	39	7.9%	No
RN7SKP233		16q23.1	HOMDEL	39	7.9%	No
FAS		10q23.31	HOMDEL	38	7.7%	Yes
COL12A1		6q13-q14.1	HOMDEL	38	7.7%	No
CTRB1		16q23.1	HOMDEL	38	7.7%	No
DHODH		16q22.2	HOMDEL	38	7.7%	No
EEF1A1		6q13	HOMDEL	38	7.7%	No
GLG1		16q23.1	HOMDEL	38	7.7%	No
CHST6		16q23.1	HOMDEL	38	7.7%	No
MYO6		6q14.1	HOMDEL	38	7.7%	No
BCAR1		16q23.1	HOMDEL	38	7.7%	No
CFDP1		16q23.1	HOMDEL	38	7.7%	No
GABARAPL2		16q23.1	HOMDEL	38	7.7%	No
CHST5		16q23.1	HOMDEL	38	7.7%	No
MTO1		6q13	HOMDEL	38	7.7%	No
TERF2IP		16q23.1	HOMDEL	38	7.7%	No
RBM26	1.711e-36	13q31.1	HOMDEL	38	7.7%	No
FA2H		16q23.1	HOMDEL	38	7.7%	No
TMEM231		16q23.1	HOMDEL	38	7.7%	No
KHDC1		6q13	HOMDEL	38	7.7%	No
ZNRF1		16q23.1	HOMDEL	38	7.7%	No
TMEM170A		16q23.1	HOMDEL	38	7.7%	No
ZFP1		16q23.1	HOMDEL	38	7.7%	No
LDHD		16q23.1	HOMDEL	38	7.7%	No
MLKL		16q23.1	HOMDEL	38	7.7%	No
PKD1L3		16q22.2	HOMDEL	38	7.7%	No
CTRB2		16q23.1	HOMDEL	38	7.7%	No
RNA5SP33	1.711e-36	13q31.1	HOMDEL	38	7.7%	No
RNA5SP188		5q21.1	HOMDEL	38	7.7%	No
RNA5SP430		16q23.1	HOMDEL	38	7.7%	No
RN7SL802P		5q21.1	HOMDEL	38	7.7%	No
RN7SL520P		16q23.1	HOMDEL	38	7.7%	No
ATP1B2	1.254e-34	17p13.1	HOMDEL	37	7.5%	No
HTR1B		6q14.1	HOMDEL	37	7.5%	No
KARS		16q23.1	HOMDEL	37	7.5%	No
MYC	7.108e-7	8q24.21	AMP	37	7.5%	Yes
PAM		5q21.1	HOMDEL	37	7.5%	No
POU5F1B	7.108e-7	8q24.21	AMP	37	7.5%	No
TP53	1.254e-34	17p13.1	HOMDEL	37	7.5%	Yes
PPIP5K2		5q21.1	HOMDEL	37	7.5%	No
ADAT1		16q23.1	HOMDEL	37	7.5%	No
RFWD3		16q23.1	HOMDEL	37	7.5%	No
DDX43		6q13	HOMDEL	37	7.5%	No
CGAS		6q13	HOMDEL	37	7.5%	No
UNC5D		8p12	HOMDEL	37	7.5%	No
KHDC3L		6q13	HOMDEL	37	7.5%	No
DPPA5		6q13	HOMDEL	37	7.5%	No
OOEP		6q13	HOMDEL	37	7.5%	No
KHDC1L		6q13	HOMDEL	37	7.5%	No
CCAT1	7.108e-7	8q24.21	AMP	37	7.5%	No
PCAT1	7.108e-7	8q24.21	AMP	37	7.5%	No
RNA5SP209		6q14.1	HOMDEL	37	7.5%	No
PCAT2	7.108e-7	8q24.21	AMP	37	7.5%	No
CD68		17p13.1	HOMDEL	36	7.3%	No
EIF4A1		17p13.1	HOMDEL	36	7.3%	No
POLR2A		17p13.1	HOMDEL	36	7.3%	No
SHBG	1.254e-34	17p13.1	HOMDEL	36	7.3%	No
SOX15		17p13.1	HOMDEL	36	7.3%	No
TNFSF13		17p13.1	HOMDEL	36	7.3%	No
TNFSF12		17p13.1	HOMDEL	36	7.3%	No
FXR2		17p13.1	HOMDEL	36	7.3%	No
MPDU1		17p13.1	HOMDEL	36	7.3%	No
IST1		16q22.2	HOMDEL	36	7.3%	No
RIMS1		6q13	HOMDEL	36	7.3%	No
SENP3		17p13.1	HOMDEL	36	7.3%	No
GIN1		5q21.1	HOMDEL	36	7.3%	No
ZNF821		16q22.2	HOMDEL	36	7.3%	No
C5ORF30		5q21.1	HOMDEL	36	7.3%	No
SAT2	1.254e-34	17p13.1	HOMDEL	36	7.3%	No
SPOPL	4.456e-21	2q22.1	HOMDEL	36	7.3%	No
SNORD10		17p13.1	HOMDEL	36	7.3%	No
FAM245A		10q23.2	HOMDEL	36	7.3%	No
RN7SKP68		5q21.1	HOMDEL	36	7.3%	No
COX7A2		6q14.1	HOMDEL	35	7.1%	No
PVT1	7.108e-7	8q24.21	AMP	35	7.1%	No
YWHAZ	3.701e-5	8q22.3	AMP	35	7.1%	No
WASHC5		8q24.13	AMP	35	7.1%	No
NXPH2	4.456e-21	2q22.1	HOMDEL	35	7.1%	No
KDM6B		17p13.1	HOMDEL	35	7.1%	No
SENP6		6q14.1	HOMDEL	35	7.1%	No
PABPC1	3.701e-5	8q22.3	AMP	35	7.1%	No
ZNF706	3.701e-5	8q22.3	AMP	35	7.1%	No
TMEM30A		6q14.1	HOMDEL	35	7.1%	Yes
ZBTB10	3.701e-5	8q21.13	AMP	35	7.1%	No
TMEM88		17p13.1	HOMDEL	35	7.1%	No
CYB5D1		17p13.1	HOMDEL	35	7.1%	No
SLCO6A1		5q21.1	HOMDEL	35	7.1%	No
DNAH2		17p13.1	HOMDEL	35	7.1%	No
ANKRD46	3.701e-5	8q22.3	AMP	35	7.1%	No
SNX31	3.701e-5	8q22.3	AMP	35	7.1%	No
NSMCE2		8q24.13	AMP	35	7.1%	No
ATXN1L		16q22.2	HOMDEL	35	7.1%	No
ZNF704	3.701e-5	8q21.13	AMP	35	7.1%	No
RN7SKP163		6q14.1	HOMDEL	35	7.1%	No
RN7SL107P	3.701e-5	8q21.13	AMP	35	7.1%	No
RN7SL329P		8q24.13	AMP	35	7.1%	No
RN7SL685P	3.701e-5	8q22.3	AMP	35	7.1%	No
RN7SKP249	3.701e-5	8q22.3	AMP	35	7.1%	No
RNU6ATAC41P	3.701e-5	8q22.3	AMP	35	7.1%	No
AP1G1		16q22.2	HOMDEL	34	6.9%	No
CHRNB1		17p13.1	HOMDEL	34	6.9%	No
EFNB3		17p13.1	HOMDEL	34	6.9%	No
FABP4	3.701e-5	8q21.13	AMP	34	6.9%	No
FGF11		17p13.1	HOMDEL	34	6.9%	No
IMPA1	3.701e-5	8q21.13	AMP	34	6.9%	No
MATN2	3.701e-5	8q22.1-q22.2	AMP	34	6.9%	No
POLR2K	3.701e-5	8q22.2	AMP	34	6.9%	No
SPAG1	3.701e-5	8q22.2	AMP	34	6.9%	No
SQLE		8q24.13	AMP	34	6.9%	No
STK3	3.701e-5	8q22.2	AMP	34	6.9%	No
TNK1		17p13.1	HOMDEL	34	6.9%	No
ACAP1		17p13.1	HOMDEL	34	6.9%	No
TRIB1		8q24.13	AMP	34	6.9%	No
PDS5B		13q13.1	HOMDEL	34	6.9%	Yes
