Gene_name	Description	Tumor	Normal
MRPS23		58814	25775
FDCSP		3915	0.1
PHLDA2		16045	6595
SIAH2		39829	13885
SLC2A4		0.34	1.78
GINS3		9515	2315
SNRPE		190995	67113
RTKN2		2.44	16635
USH1G		1.26	0
IDH2		117812	44.96
TMEM259		81478	207799
TMEM30B		15.9	7.4
RP11-69E11.4		1.95	13.45
UNC5C		0.49	2345
RGMA		14.45	3.85
UBA7		14765	90524
MRPS16		79715	38265
SHMT2		123956	37.93
FAM153B		0.45	5.2
SYNM		3005	17215
IZUMO1		185	2.34
SPACA6P		2825	17445
NXPH4		16.72	0.25
KPNA2		109432	18225
NCF1B		2.13	7195
FES		7005	44.79
SATB1		5.64	15295
NXPH3		0.4	3.72
EPHB3		25.6	4.09
SKA2		36545	17435
NDN		8.11	21.53
NTM		5335	17074
IGIP		1885	8.26
TSKU		48349	13.43
HOXB4		0.91	3.81
GRID1		0.36	1985
HCAR2		14435	6.57
TMEM198B		10.01	33.66
PLCXD3		0.1	1455
RP11-181G12.2		1.32	10145
RPL35A		2436508	1065747
TCEAL7		1.2	5015
SPATA13		3865	18.46
GJC1		2595	6.64
ZNF662		0.65	4895
PYCR1		57265	8685
SPNS2		4.29	52599
MCEMP1		1.26	40905
SLC25A10		27.48	5.76
RGPD6		6205	18186
GAS6		40.17	149577
TMEM119		9.07	35674
FANCF		5.03	1.94
RUVBL2		89747	40795
GBP6		20525	0.11
OVCH2		0.06	1795
SYNDIG1L		0.08	1175
RIPK4		13365	4805
NPIPA1		29.99	115115
RP11-958N24.1		3.05	14415
PI4KAP2		6.95	25789
PSMG1		52585	23735
TNFAIP8L3		1.52	11.61
FBXL7		2.14	8615
GKN2		0.3	44439
FAM167B		3405	13.92
ZNF438		3465	9.22
HMCES		63899	28225
FAM101B		4665	12.93
TRIM52		4.69	15.79
LHFP		10.57	77888
KREMEN1		25825	11125
TRAIP		5785	1.36
NPIPA5		6165	23615
OLFML1		3055	16075
FAM162B		1235	11599
LIN9		4765	1235
MAATS1		455	3735
GPR39		1025	3635
IQGAP3		7.09	1.07
UTY		0.93	5.37
NPIPA5		51335	175204
SMTN		20705	61.87
ST6GALNAC3		0.44	5.46
TMPRSS2		5425	48665
NIPSNAP1		59311	15.59
NR2C2AP		30.24	12.01
KCNJ12		0.3	1.63
GPR173		0.63	2.27
TSPYL2		11915	93912
GOLGA6L4		1205	4.91
POU6F1		2.97	15.91
TACSTD2		205023	64491
PRKD1		2.42	7.79
SLIT3		2675	35.38
PKP3		63.26	13235
MAP7D2		1.76	0.24
PLA2G6		12.72	32092
WDR27		9145	25074
TMEM255B		2.81	25.86
PROS1		11655	27105
SOCS3		55879	182202
SLITRK6		2685	0.6
LPAR5		4.79	1.28
TMEM173		41495	122509
PDE4B		4.69	13785
NELL2		7165	2.1
ZBTB40		3.9	8.85
FAM110C		10895	3675
SMIM10		1.46	7.85
UBE2G2		25.96	52.98
PRR16		1.9	7.02
SDR42E1		4845	1375
TCEAL2		0.42	8.46
FMNL1		15485	80306
ROBO2		1.46	5.93
F8		3695	13105
MAFF		15285	44725
SEMA4B		107295	27.31
SLC24A3		2.2	6.01
LRRC37B		5.92	13615
LINC00482		0.2	1.87
SIGIRR		26.46	66809
NRBP2		9.9	55289
IFITM2		167694	1060588
PRMT3		11505	4785
PRPF39		10.28	22.75
WBSCR17		515	9.3
IL3RA		3555	23265
SFTPA2		121.49	3493.36
MAPK11		7.09	15.82
MRPL30		26546	9.73
METTL7A		18.38	77869
FAM174B		6.85	21125
GPRIN3		0.84	4.77
KRT6B		137982	125
PARPBP		8.31	1.07
ROR1		505	3.6
RP11-504P24.3		2.87	8.2
MUC1		94.92	527434
IRF7		17.33	35895
L3MBTL1		3.06	7735
FAM131C		1.49	0.05
PRKG1		1.33	7225
NR2F2		12.93	51839
LSAMP		1.82	7745
NDUFA4L2		162877	45654
PRAME		26269	0.09
WDR53		19129	7.25
IKZF1		3.03	9.39
RPL12P4		1895	5.54
GNB1L		8975	3.87
EVI2B		9775	37255
NPIPB4		15.78	62385
THNSL1		3555	1075
RNPC3		5.09	25165
IRS2		3995	10195
SDHAP3		1885	5055
RASA3		4.81	16105
LEMD1		3.34	495
KRT5		2733814	3565
GSAP		8525	32175
LRRC70		0.68	2.91
KIF18B		8.42	0.55
SAPCD2		9345	0.42
SLC51B		0.11	2.99
MKL2		7.32	15875
GPAT2		0.7	2.44
MST1P2		0.76	2565
ZNF75D		3.15	7555
GOLGA8R		0.38	2.74
GLDN		0.79	7955
FCAR		0.36	6.55
KPNA4		27751	11.38
GNG2		4285	10045
MIR22HG		10.64	44501
HPDL		1815	245
PDE2A		1.22	12.87
MST1L		1185	5.76
ZSCAN30		4835	10.83
TPCN1		10.16	45921
KRT16		235.51	0.22
KRT14		121111	1405
POFUT2		12985	29845
ERCC6L		2435	0.15
TNFRSF18		15425	3.15
ZDHHC17		6635	16625
ZACN		7.13	2.75
KANK3		1.02	36724
ESPN		14.54	1315
TMPRSS11A		1705	0
PLCD1		8095	25294
MITF		1.88	7.45
LILRA5		2255	18.8
LYPD6		1435	0.19
FNBP1		11385	24425
MAGED4B		20.01	4735
EPOR		2.58	17.52
GJA4		4045	34961
IFT140		5345	13.76
NHLRC1		3.19	865
EXD3		6.07	20.16
SAMD11		0.84	3.51
TMSB4XP8		6894	17.8
SPRY4		6.1	26.86
TRPV2		10235	46681
THSD4		3.82	9.91
FANCA		17165	7.83
SECISBP2		15085	41.22
PEAR1		1275	23205
TMEM220		1815	7335
P2RX2		0.06	2.67
PALM3		0.84	4735
LCN10		0.13	3.42
LDLRAD2		925	4.06
OVCH1		0.02	1.11
KLHL17		5	14.72
S100A3		3615	11795
WNT7B		21.3	2.11
SMTNL2		0.34	4455
HNRNPU-AS1		4.43	27119
PP7080		24.77	10.88
PLA2G2A		1.73	28799
HES4		6825	15675
IGFL1		3045	0
ZP3		13.88	2.01
SELL		5295	16.02
H2AFX		51951	15.22
NCCRP1		3.71	0.19
FAM83G		10.16	3.38
HBA2		18475	921984
RALGAPA2		6.84	21.76
NKAIN2		1.84	0.05
NPIPP1		10495	34.58
FAM72B		3.4	0.88
SUMO2		369645	172654
S100A16		377791	150158
SMIM15		33.43	14.08
TMSB4XP2		0	1715
PRELP		6.85	103877
SNTN		0.36	1.88
ZDHHC11		3.8	13.06
MSL1		43975	91766
LRRK2		2005	36136
GJB3		25685	0.44
USP32P1		2715	23399
SBSN		5.17	545
FAM111B		5015	0.35
H1F0		159724	68614
PLAC9		3065	44.75
UBE2Q2P1		1.84	6.54
GRAPL		0.37	2.96
FAM47E		0.73	3215
HN1		306617	56036
MAOA		30554	84926
GJB5		28.17	215
FAM150B		885	29.18
RRP7A		35.74	16979
FAM180A		0.38	2715
S100A14		221558	74.14
KAZN		6.76	16435
SLC35E2B		11765	28075
FAM179A		0.53	6.19
KIAA0408		0.41	9.46
MMP23B		3.43	29665
ZFP92		0.47	2275
GJB4		1.98	0.04
KIAA0895L		8.06	32085
HLA-DRB1		204711	489.24
SERPINA3		8.94	41563
S100A4		166438	724704
FAT4		0.46	4885
TMEM63A		15605	53889
HRCT1		0.47	4735
MPHOSPH8		14465	36811
SIRPB2		1.45	9745
RYR1		10795	1905
TUBB		561989	213552
SFTA2		9071	298657
ZNF471		435	3815
ZNF493		1535	7305
GIMAP5		7.18	62189
NTNG2		0.43	2.49
NUDT11		3495	0.48
ZNF781		0.34	1.73
INCA1		0.74	3285
EVL		48.64	103.01
PRTN3		0	3035
NPIPB15		1885	8034
SULT1A1		11915	55216
TCEAL3		17765	46.68
TPK1		1.99	6.06
SPTSSB		2.5	0.08
MAN2A2		20.01	67801
MME		4.02	20135
SULF2		56455	22.28
HBG2		0.18	3.47
LAMA2		2665	29375
XRCC2		2.96	0.25
HDAC2		89.84	41396
MMP1		57745	1.22
SDHAF3		24.16	8035
TTC30B		3.74	1255
PDXDC2P		4535	20.42
ZNF418		0.6	3605
GM2A		56885	23821
S100A2		1147437	5.45
ZNF700		5.54	13.33
MVB12B		3.71	11.46
KIAA1211L		2.12	7.22
LAMB3		148348	28.55
PDLIM7		44691	130327
FLNA		431419	1045479
LAGE3		44575	16485
ZNF763		685	3065
ZNF300P1		0.16	1.45
SLC25A29		14.73	56515
ZNF682		1375	4475
SULT1A2		805	9.11
PSMD12		42.41	19.65
MAGEA6		1259	0
MIRLET7BHG		875	3.59
HIST1H4J		12275	3.87
FAM110D		0.51	5.78
SERPINA1		103013	464584
TPSB2		27776	114233
KANK2		16575	135302
RAD54B		5055	1.43
SYNGAP1		4195	15519
RAMP2-AS1		535	2.66
VEPH1		1.13	14675
OGDHL		1.12	0.06
SPN		2.54	12585
ZNF695		2275	0.06
MIB2		20589	60262
SSPO		0.19	1.44
PIGN		11.44	4.86
HOXA4		3925	12535
GPX1P1		945	4264
ZNF841		3845	9.73
SERPINB2		5.73	605
SERPINB13		17668	0.04
SPTAN1		68991	180105
NMB		16685	6125
HOXC6		2.75	485
MAP1LC3C		135	3745
KLHDC1		0.62	3.14
OCLN		6.63	19.13
FAM49A		4.2	13645
MYO1C		43.09	133.81
KIF13B		2.91	9.83
HIST1H2BK		114976	53345
SPG7		34825	72148
ZNF677		1.61	8345
ERO1L		58511	16495
PLCG2		7.43	18.33
FCHSD1		6605	23.63
VPS13A		4965	11125
SNHG12		20659	68.02
MRPL42		53006	20225
ENTPD7		6.85	1.97
PRIM1		11495	3865
RP11-347C12.1		1.64	6.46
SULT1C4		0.76	9.28
NUP62CL		2.63	0.81
SFI1		10.69	29116
TOR4A		3415	12.31
SOWAHC		14.69	4.37
TFDP1		57579	25205
HSD17B11		27465	63135
SZT2		6.38	14745
QRICH1		27574	57819
RP11-98J23.2		1.27	3.62
PEG3		0.18	1565
FAM109A		5425	11.87
HYLS1		4545	1.59
ITSN2		14.65	42.26
MGEA5		34781	95121
ZNF69		0.81	3425
TPM2		87814	318676
SH3BGRL2		4.3	10.55
MAFK		15.67	63.7
GPN1		47295	21265
PLN		1.63	10.91
ITGBL1		9.37	22355
WDHD1		7705	1525
PPIAP22		340662	65323
MDM4		5.67	15335
RYR2		0.32	5.12
TTC37		12045	25836
PAPSS2		9.21	71149
MT-ND6		959506	4462077
UNC13B		7.29	38855
MT-CYB		2652615	6701646
PPP1R14C		22434	8175
PLXNB3		8.71	3645
MT-ND2		3289949	9478545
RCSD1		3585	13525
RASSF9		5085	1.84
MT-ND5		678567	2488653
SCAMP5		8905	1945
ZNF521		1.71	5055
PAX9		6.48	0.28
GK		7.22	17859
GJC2		0.47	2.61
OPA1		42601	13365
MT-ND3		4156777	8548.17
RUSC2		4.21	16.24
GRK5		6.56	64487
SFMBT2		1315	3775
MT-ND4		5218971	12508315
MT-ND1		2291457	7975448
PRMT6		9.84	4.39
MT-ATP6		5462137	14776837
PRC1		56275	8835
MAP3K3		9.03	36394
GPRASP1		0.73	5405
TBKBP1		4605	11.61
TGM2		42485	432572
SNORA31		0	8714
INF2		30895	73671
FAM83H-AS1		31745	3835
SAMD5		0.93	2.96
SPRR2E		12.54	0.28
PPAPDC1A		2.49	0.13
SOX18		2855	25.97
LDLRAD1		315	1.67
INPP5B		5.93	17885
NHSL2		625	3.46
GGTA1P		3.2	8865
GPRIN2		1725	11.4
SYT15		0.73	7.16
RXRB		23.1	52124
HNRNPCP2		18.22	1855
HLA-DMA		60856	172714
PSMB8-AS1		15285	33575
NOTCH4		3.8	55529
PBX2		33579	74104
ERICH2		915	4815
SLC44A4		4.31	13.95
LSM2		77.91	38445
LY6G5C		2.06	5.35
LST1		21834	52499
MICA		15.36	35951
HLA-C		580357	1183873
LILRB3		3.89	46238
LRCOL1		0.07	4315
HLA-E		287137	1057908
HLA-J		615	2515
TBC1D8		13.05	31226
HLA-F		83106	240284
FAM153C		0.5	2845
GABBR1		8435	46.78
RANBP17		1.88	4.8
ZNF204P		2725	8.07
IGFL2		4065	0.1
GPR20		0.1	1.34
MZT1		15765	6.22
UQCC3		14.81	5.87
LRRC10B		0.32	1.86
PKHD1L1		565	8405
LGALS7		10595	215
TMEM240		0.93	3475
LGR4		9.41	3.03
TMEM170B		0.83	3.42
SAP25		1.43	14075
TECPR1		6.44	22344
MT1A		1085	41425
MT1M		2305	76976
KRT6A		2144387	1495
EXOC3L4		0.83	5375
RGL3		1625	35615
STAG3L1		2755	6975
RP11-1212A22.1		7805	36046
ZNF316		9595	21.63
HN1L		61.53	19616
SERPINB4		7.14	0.04
SERPINB5		74.32	0.14
ZDHHC11B		1.97	14.43
HERC2P9		8.8	32.08
HBA1		9.43	567.98
HCG27		765	5945
H1FX-AS1		1.4	6.63
VGLL3		1.08	13.64
THUMPD3-AS1		15.04	31755
RNVU1-7		1084	0
RNU1-106P		2.06	0
SNORA70		0	5.86
GPX3		52245	2408383
SACM1L		13.06	28.51
TSN		43609	20535
IGKC		11266876	2056249
IGKV4-1		256461	42439
IGKV5-2		2.82	875
IGKV6-21		11425	2615
IGKV3D-20		12845	2055
IGKV3D-11		7.52	875
IGLV4-69		33255	9285
IGLV8-61		19.56	7.63
IGLV4-60		4045	1495
IGLV6-57		42025	8.75
IGLV1-51		181861	45776
IGLV1-47		130033	29983
IGLV7-46		21035	7375
IGLV5-45		10185	3485
IGLV1-44		127782	32155
IGLV7-43		18699	5695
IGLV1-40		274383	53461
IGLV1-36		9855	2.55
IGLV3-27		10625	2915
IGLV3-25		179115	27606
IGLV2-23		159586	28844
IGLV3-21		127698	19.7
IGLV3-19		169876	28334
IGLV2-14		334473	94972
IGLV2-11		131566	37229
IGLV3-10		60.06	15474
IGLV3-9		11485	2615
IGLV3-1		180117	33145
IGLC1		1227.28	269221
IGLC2		3181628	652325
IGLC3		1616378	314.18
IGLC7		16095	4.54
TRGC1		485	2495
IGHG4		348834	19355
IGHG2		929717	113996
IGHG1		6227338	679956
IGHG3		806091	133759
IGHM		239834	111.96
IGHV6-1		13455	2.89
IGHV1-2		52.87	10694
IGHV1-3		3195	155
IGHV2-5		51305	15.45
IGHV3-11		58096	11745
IGHV3-13		6.67	1995
IGHV3-15		61462	14.6
IGHV1-18		99.86	14745
IGHV3-20		2795	635
IGHV3-21		122627	17255
IGHV3-23		192704	37784
IGHV1-24		41.73	5.2
IGHV2-26		18845	3.07
IGHV4-28		4595	1.76
IGHV3-33		115.06	26089
IGHV4-34		59659	10539
IGHV4-39		74.49	16825
IGHV1-46		20205	3.62
IGHV3-48		10495	1755
IGHV3-49		25	5025
IGHV5-51		124823	17974
IGHV3-53		9205	2125
IGHV1-58		3585	595
IGHV4-61		23735	6.92
IGHV3-66		6195	2.08
IGHV1-69		24.94	2585
IGHV2-70		6.23	0.86
IGHV3-73		15.62	3845
SNORD17		3.28	1105
LINC01089		7.25	27.75
MT-ND4L		3675818	8171.3
TCTEX1D2		25.56	8165
YWHAZP4		3895	295
RP11-64B16.2		0.99	4.34
RP11-641D5.1		289937	111507
TRIM59		7095	1.59
GIMAP1		0.98	9225
YWHAZP5		5.64	0.31
LTC4S		1.67	10624
RPS7P11		5.57	1.61
MXD3		6.18	15195
GSTM2		36415	99749
LCAT		4885	51355
SIPA1		27745	61665
TMEM110		6.86	15365
SLX1A-SULT1A3		5.14	13384
LBH		52064	125.36
SULT1A4		5.35	19.41
GPSM3		20.09	69.23
LAT		8135	23145
OLA1P1		1.48	0.17
KLRK1		2345	10.7
UBD		37676	4.31
GALT		19.58	41.46
RP11-314A20.1		2265	505
ITGA1		4.13	31756
ZNF90		0.65	3.27
GANC		8325	21635
TTLL3		7.36	56279
TSPAN4		24445	128974
PRCD		1.44	6.01
PLEKHM1P		5565	21245
PTMAP5		9.47	3.58
HNRNPA1P10		7645	2.35
SCART1		495	2.08
RPS3AP26		16.12	7235
LCNL1		0.09	3535
PLIN5		0.58	10.28
SEC14L6		365	5.77
KRT42P		1.94	0.15
PPME1		42.15	19625
MEG3		4.44	41314
HMGN2P15		935	5275
RP11-27I1.4		3265	1.09
ZSWIM8		42.79	123079
SEPT7P2		5.14	19.01
MS4A4E		265	2.03
RP11-480I12.5		2.84	0.9
HLA-F-AS1		1275	5415
NEURL4		8545	22.44
GOLGA8B		9.95	56982
MIR99AHG		2.04	5.17
NPEPL1		21105	55.17
GUSBP9		1255	5.58
RP13-104F24.2		2745	23.4
FAM72D		2765	0.45
WI2-1896O14.1		1955	8025
MMP23A		2805	15.66
RP1-152L7.5		6.17	1735
RPS2P55		5165	0.72
RP11-204C16.4		4035	275
RP11-889L3.1		2475	6215
FAM228B		5.3	12825
RP11-40C6.2		727.27	1.89
VAMP2		25.48	90465
PKMP3		0.23	1465
MTMR9LP		1755	18.1
MAGEA3		2.65	0
ZNF880		4005	9945
TRIM16		45551	16085
SLC12A8		15825	3945
FADS3		13955	67714
MYBPHL		0.11	1.31
IGLC6		1895	0.37
RN7SKP16		335	3065
RNU2-2P		915	3.96
IGLV9-49		7545	2275
FTH1P10		2405	6.63
RP11-211G3.2		0.13	2335
RP11-632K20.7		2845	14.08
HLA-DQB1-AS1		0.36	3505
TMSB4XP4		0.66	4145
RP11-24F11.2		0.11	1.4
TINCR		5015	1565
RP11-289I10.2		8945	1.99
NSUN5P1		13.97	35.53
RP4-717I23.3		6.82	27.24
TSSC2		0.61	4.81
IL10RB-AS1		2.68	6695
RPS20P14		0.66	3.05
FAM95B1		615	5465
IGKV3D-15		9.95	495
SNHG14		5695	23.16
UBE2SP2		17085	0.3
RP11-371A19.2		0.04	2085
LINC01133		8975	0.43
MSL3P1		4.66	0.33
RP11-344B5.2		0.92	3.81
IGHV4-59		80225	18685
PRR29		0.79	8205
LINC01272		5.54	33771
SNRPGP15		1995	8965
RP11-51O6.1		47.5	23165
IGHV3-74		22945	7635
LINC00885		2.47	0.16
SH3BP5-AS1		1555	18.82
ZNF812		2045	0.47
NPIPA3		2.56	8555
RPL32P1		0.11	1.8
RP11-651P23.4		9985	3505
GCSHP5		22715	8.51
RP11-82L18.2		995	11.92
PGM5-AS1		0	1445
RP1-278O22.1		1685	0.18
INE1		1.11	4.46
RP11-524H19.2		2035	0
RP11-228B15.4		725	9365
LINC00092		245	2025
HSPA7		3105	14885
RP11-415J8.3		1.72	13.72
LHFPL3-AS2		0.38	3204
RP11-513I15.6		5.34	13.3
SFTA1P		2145	75766
RP11-396C23.2		1965	0.42
IGKV6D-21		3.34	995
RPL35P5		8.3	2895
MTND2P28		127.45	289094
SBDSP1		17.89	37.75
SLC26A6		10.42	26425
FAM229A		1.26	9805
RUSC1-AS1		3.56	14.38
HCG4P11		0.32	2.65
LINC00694		0.11	3185
LINC00115		1.05	3245
RP11-384K6.2		2605	8.59
MTND1P23		3725	9535
ZNF503-AS1		405	3.18
MEMO1P1		2.39	0.67
RP4-706A16.3		60719	24255
UQCRFS1P1		3755	1175
LINC00937		0.55	4.13
RP1-137D17.1		305	2.08
RP11-419C5.2		2305	13915
RP1-18D14.7		0.01	1.53
RP11-61N20.3		6.96	1215
RP11-157P1.4		2.84	10195
HAGLROS		2495	0.11
RP5-1056L3.3		1.45	4699
RP11-379B8.1		2255	0.21
RP11-776H12.1		1.09	0.02
TMEM185B		21.05	9.91
FTLP3		5395	23889
LENG8-AS1		2635	7.97
HSBP1L1		14545	30415
TBCAP1		2435	0.31
ERVMER34-1		3675	625
LINC00511		32.82	1.5
ITGB2-AS1		1.15	7.22
RPS28P7		942336	320292
TRGC2		2015	8635
PFN1P6		0.58	3.45
RP11-261C10.5		0.13	1.55
WASH7P		3395	15885
KRT16P2		1.05	3705
RP11-258C19.4		0	1985
TP73-AS1		6.71	16.5
LINC01268		0.1	1865
SPAG5-AS1		1.06	3.47
RP1-28O10.1		0.42	1.9
RP11-864N7.2		2.9	7.24
SOX21-AS1		2.52	0.04
HIGD1AP11		0	1.03
RP11-488L18.4		15055	67615
HCG4P5		1515	5.68
RP1-283E3.4		1875	5375
TARID		0.09	5345
GEMIN8P4		2105	475
GAPDHP1		2505	645
MT-ATP8		7036537	20783484
ORM2		0.54	2.42
PCAT6		7705	1.38
GUSBP11		4245	22604
RP11-251M1.1		0.17	8345
RP3-342P20.2		0.59	3845
LINC01125		1.66	12.69
RAB11FIP1P1		1.39	4675
RP1-241P17.4		31.9	3245
RP3-340B19.3		0.08	1225
RP5-1160K1.6		0.36	2.82
SRGAP3-AS2		0.08	1.25
SAPCD1		1.36	4695
FAM207BP		1565	0.25
RP11-567G11.1		1765	0
OR2A9P		3.75	10.03
VDAC1P8		1105	5.02
VIM-AS1		1.52	4275
GS1-124K5.11		0.94	3.77
HMGN1P37		4.3	0
RP11-483F11.7		1215	0
ORM1		1585	9044
RP11-274B21.12		9.52	24665
SFTA3		3.84	131789
PATL2		1	5725
PRDX3P1		0.35	1.91
RP11-481H12.1		0.28	3.87
TMSB4XP6		0	65025
TRPM2-AS		3035	0.08
RP3-508I15.19		0.79	3.79
RP11-632C17__A.1		5.48	14.03
PHBP9		0.45	2.24
FEZF1-AS1		2175	0.07
GOLGA6L5P		2.46	15.2
TCEA1P2		6975	1.4
RP5-902P8.10		0.51	2.3
LIMD1-AS1		6.85	24685
RP11-305L7.1		0.2	1.64
PABPC1P3		0.37	1.96
RP11-274B21.4		9.6	34735
LINC01001		16.49	34915
FOXD3-AS1		1885	0
RP3-525N10.2		0.06	6125
MIR205HG		129359	645
RP11-367G18.1		6725	0.14
RP4-631H13.6		0	1.92
RP11-263K19.4		1.78	7825
KLF3-AS1		0.7	3485
RPL13AP17		0.07	1.56
HLA-DPA1		153659	337185
IGHV4-31		25985	2815
LINC-PINT		2.95	22554
RP11-229P13.23		1195	0
PGM5P4-AS1		0.06	1.45
RP11-67C2.2		0.14	3.17
LSM12P1		18845	5125
IMPDH1P10		0.83	4725
FERP1		0.42	2.18
RP11-311P8.2		0.17	1375
IGHV3-43		14245	1875
RP11-154D6.1		0.19	2.28
SEMA3B-AS1		0.2	2.23
VIPR1-AS1		0.24	10.39
RP11-132A1.4		3.53	0.32
GOLGA8N		1565	9935
LINC00665		10.26	4395
SLCO4A1-AS1		0.19	2.12
RP11-536K7.3		1.09	7.55
LINC00342		2.58	11495
RP11-324O2.3		0.21	2.87
SNHG7		21385	59697
RP11-1212A22.4		48381	155308
HOXB-AS3		1.92	9515
LINC00702		265	2905
LINC00472		195	4435
USP32P2		0.55	3.22
HOTAIRM1		9.59	26.5
RP11-295G20.2		19145	5735
TWIST2		2515	9.18
RP11-62H7.2		0.21	1965
GAS6-AS1		395	2025
RP11-255H23.2		1.07	3.92
LINC01503		21995	7.29
Z83851.4		2.34	0.37
MT1XP1		0	1.33
UBE2SP1		5785	0.54
RP11-250B2.3		435	1.95
IGKV3OR2-268		3985	0.3
LANCL1-AS1		0.07	2945
H2BFS		8.27	2.62
ZNF37BP		2.15	8.63
MAGI2-AS3		2965	24.19
LINC01506		265	2495
RP11-465N4.4		5255	2025
RP11-166B2.1		2345	9565
HLA-B		966549	2104336
TPT1P9		0.36	1.79
RP11-124N14.3		305	1.77
FABP5P7		177293	78473
SEMA3F-AS1		555	4.2
RP11-61I13.3		435	5.9
TECRP1		8765	2675
SUMO1P3		4975	1.47
RPL39P3		822401	310348
PPP1R3E		5645	13845
SUMO2P1		9.81	2.07
RP11-122K13.12		0.88	4.66
FAM103A2P		10.51	3.53
RP11-70C1.3		6235	345
RP11-575L7.8		1265	4705
SNRPGP10		3925	16.45
RP11-206L10.3		1.01	4505
LINC00961		0.32	3.49
RP4-639F20.1		2.28	11.6
RP11-693N9.2		3.85	19.98
RPS2P7		0.59	3115
NFAM1		1.79	6.91
POU5F1P3		0.21	1725
NUS1P1		4135	0.93
H3F3AP4		332785	152402
LINC00894		1155	8155
HMGN1P36		3145	0
KIAA0040		9.84	39.91
LINC01564		1685	0.09
RP1-159A19.3		0.87	3.49
RP11-215A21.2		2785	0.37
HSPB1P1		27.46	485
MYO16-AS1		0	1.23
TRHDE-AS1		0.01	2085
LINC00854		0.96	4.68
RP11-175B9.3		2.47	19885
PITPNA-AS1		16105	5705
RP11-411K7.1		1815	0.06
RPL24P8		1.05	5375
LINC00106		655	3.98
RP4-669L17.10		16.28	39.03
ZNF503-AS2		5115	1.95
NR2F1-AS1		5255	13245
LINC00987		705	2.67
SMG1P1		3.91	9.25
TTN-AS1		5945	17.64
RGL2		34.06	86201
RP11-356I2.4		1.28	4145
RP11-690I21.1		0.44	1885
RP11-462G2.1		185	1.87
KIFC1		21.49	1755
HCG4P3		385	1985
RP11-54A4.2		65	1135
PHKA2-AS1		0.27	2.08
LINC00649		4845	1.51
KCNMB2-AS1		11965	0
PTENP1		3.61	1.03
OR2I1P		2.71	0.51
RPL35P1		3.16	0.69
PAGR1		5.27	13.17
ZEB2-AS1		0.24	3.06
LRRC37A2		5745	13935
GOLGA2P5		1715	6.85
RP3-395M20.8		1.55	14705
SNORD10		0	4.8
NCK1-AS1		8.71	2.46
RP11-464D20.2		4.3	0.78
RPL23AP1		825	6.89
RP11-384F7.2		0	1.99
GATSL3		6405	14.84
TMED10P2		85	1345
KLHL41		0.12	1.32
IGKV2D-30		2255	0.33
RP11-295P9.3		5195	27124
NME1		167526	31.4
TNFSF12		15965	67241
RP4-800G7.1		1.58	0
MRPS17		18235	7.68
IGKV1D-8		1.82	0.17
IGKV1-6		30765	8.36
RN7SL608P		1.32	7165
IGKV3-20		797587	132329
IGKV1D-33		9545	0
LILRA2		1.31	9.35
LY6G5B		2965	22.6
RP11-657O9.1		1115	0
PCDHGC3		29325	95.18
SMKR1		2.83	455
RP11-430C7.5		0.18	1445
RP11-146D12.2		0.27	2.18
RP11-499P20.2		0.63	3.06
IGKV1-17		91932	16824
IGKV1-8		59663	11105
PNMA2		0.67	4695
RP5-890O3.9		2.59	7995
KRBOX1		0.53	2.16
TMEM189		79.55	31.97
IGKV1-16		65.7	13.65
MIF		785489	226944
RP11-244H3.1		715	3465
RP11-147I3.1		1.41	5.49
IGKV1D-16		7004	1575
IGKV2-24		40215	12385
IGKV3-11		1039.95	168189
RPL37P6		2.47	0
IDS		2985	10895
PSMC1P1		34744	12.46
UGT1A1		1.36	5
INMT		2365	191559
IGKV1-9		101673	19545
LINC00893		2.27	18.15
SPRR2A		76034	0.41
PLEKHO2		13415	42685
RP11-34P13.13		5145	12.71
RP11-242C19.2		0.11	1385
TCEB1P19		1395	5495
IGKV1-33		276416	44569
MTFP1		27.71	11.83
SNHG3		14425	30605
PEG10		7785	21174
STAG3L5P		10.26	22585
NPPA-AS1		0.5	5.7
IGKV1-39		5.72	1715
UGT1A10		2.06	0
IGKV2D-28		63346	2.17
HLA-DMB		45155	96268
RP11-274B21.14		3125	10405
MBL1P		0.26	3.71
RP11-302F12.1		0	11225
RGAG4		1.61	6035
SOX2-OT		2.67	0.21
RP11-285F7.2		3.36	17075
GK-AS1		0.18	2.21
UGT1A3		1.24	0
IGKV2-30		23515	10.59
STON1		3445	12.2
IGKV2D-29		22795	4.52
IGKV1-12		6385	1615
RP11-274B21.2		9075	30819
RN7SL8P		0	1685
IGKV1-5		267074	43.06
NAT6		6145	15585
TNFRSF6B		4795	18835
UPK3B		3.89	42.19
RN7SL834P		0.4	2995
NME1-NME2		848575	344855
RP11-274B21.3		10.59	43185
RP5-966M1.6		0.34	5035
PLA2G4B		4.44	13.02
NPIPB5		31095	177054
GSTA1		23833	2705
RP11-552M11.4		845	2.95
RP5-839B4.8		0.11	3125
RPL23AP65		7895	1.48
RN7SL417P		0	1025
SPRR2F		1725	0
IGKV2-28		317771	71689
PDCL3P4		0.9	2.86
UGT1A7		1795	0
RP11-148K1.12		0.91	3.65
PKD1P1		1.37	9045
GATA2-AS1		1695	7.19
LINC01296		12485	0.72
RN7SL145P		0.32	2.04
IGKV3-15		339966	44.01
LILRA6		2.17	20434
SCARF2		4.38	26655
RP11-10G12.1		3535	0
