SYMBOL	logFC
HOTAIRM1	-1.377
RP11-295G20.2	1.581
TWIST2	-1.534
RP11-62H7.2	-1.293
GAS6-AS1	-1.117
RP11-255H23.2	-1.249
LINC01503	1.472
Z83851.4	1.286
MT1XP1	-1.22
UBE2SP1	2.139
RP11-250B2.3	-1.04
IGKV3OR2-268	1.939
LANCL1-AS1	-1.882
H2BFS	1.357
ZNF37BP	-1.612
MAGI2-AS3	-2.667
LINC01506	-1.466
RP11-465N4.4	1.048
RP11-166B2.1	-1.659
HLA-B	-1.122
TPT1P9	-1.037
RP11-124N14.3	-1.086
FABP5P7	1.166
SEMA3F-AS1	-1.742
RP11-61I13.3	-2.265
TECRP1	1.41
SUMO1P3	1.274
RPL39P3	1.403
PPP1R3E	-1.16
SUMO2P1	1.816
RP11-122K13.12	-1.59
FAM103A2P	1.345
RP11-70C1.3	2.427
RP11-575L7.8	-1.333
SNRPGP10	-1.825
RP11-206L10.3	-1.453
LINC00961	-1.766
RP4-639F20.1	-1.942
RP11-693N9.2	-2.113
RPS2P7	-1.372
NFAM1	-1.503
POU5F1P3	-1.171
NUS1P1	1.412
H3F3AP4	1.122
LINC00894	-2.087
HMGN1P36	2.051
KIAA0040	-1.916
LINC01564	1.301
RP1-159A19.3	-1.264
RP11-215A21.2	1.466
HSPB1P1	4.26
MYO16-AS1	-1.157
TRHDE-AS1	-1.611
LINC00854	-1.535
RP11-175B9.3	-2.589
PITPNA-AS1	1.351
RP11-411K7.1	1.409
RPL24P8	-1.637
LINC00106	-1.589
RP4-669L17.10	-1.212
ZNF503-AS2	1.052
NR2F1-AS1	-1.187
LINC00987	-1.106
SMG1P1	-1.062
TTN-AS1	-1.424
RGL2	-1.315
RP11-356I2.4	-1.174
RP11-690I21.1	-1.002
RP11-462G2.1	-1.276
KIFC1	3.029
HCG4P3	-1.108
RP11-54A4.2	-1.003
PHKA2-AS1	-1.278
LINC00649	1.22
KCNMB2-AS1	3.697
PTENP1	1.183
OR2I1P	1.297
RPL35P1	1.3
PAGR1	-1.176
ZEB2-AS1	-1.711
LRRC37A2	-1.147
GOLGA2P5	-1.532
RP3-395M20.8	-2.623
SNORD10	-2.536
NCK1-AS1	1.489
RP11-464D20.2	1.574
RPL23AP1	-2.112
RP11-384F7.2	-1.58
GATSL3	-1.097
TMED10P2	-1.112
KLHL41	-1.051
IGKV2D-30	1.291
RP11-295P9.3	-2.183
NME1	2.379
TNFSF12	-2.008
RP4-800G7.1	1.367
MRPS17	1.148
IGKV1D-8	1.269
IGKV1-6	1.763
RN7SL608P	-1.815
IGKV3-20	2.582
IGKV1D-33	3.398
LILRA2	-2.164
LY6G5B	-2.573
RP11-657O9.1	1.081
PCDHGC3	-1.665
SMKR1	1.396
RP11-430C7.5	-1.051
RP11-146D12.2	-1.324
RP11-499P20.2	-1.317
IGKV1-17	2.382
IGKV1-8	2.325
PNMA2	-1.77
RP5-890O3.9	-1.325
KRBOX1	-1.046
TMEM189	1.289
IGKV1-16	2.187
MIF	1.787
RP11-244H3.1	-1.38
RP11-147I3.1	-1.429
IGKV1D-16	1.636
IGKV2-24	1.623
IGKV3-11	2.621
RPL37P6	1.795
IDS	-1.578
PSMC1P1	1.409
UGT1A1	1.232
INMT	-5.839
IGKV1-9	2.321
LINC00893	-2.55
SPRR2A	5.772
PLEKHO2	-1.6
RP11-34P13.13	-1.158
RP11-242C19.2	-1.103
TCEB1P19	-1.439
IGKV1-33	2.606
MTFP1	1.162
SNHG3	-1.035
PEG10	-1.336
STAG3L5P	-1.067
NPPA-AS1	-2.159
IGKV1-39	1.308
UGT1A10	1.613
IGKV2D-28	4.343
HLA-DMB	-1.075
RP11-274B21.14	-1.467
MBL1P	-1.902
RP11-302F12.1	-3.612
RGAG4	-1.43
SOX2-OT	1.601
RP11-285F7.2	-2.052
GK-AS1	-1.444
UGT1A3	1.163
IGKV2-30	1.081
STON1	-1.57
IGKV2D-29	2.108
IGKV1-12	1.498
RP11-274B21.2	-1.659
RN7SL8P	-1.425
IGKV1-5	2.605
NAT6	-1.215
TNFRSF6B	-1.775
UPK3B	-3.143
RN7SL834P	-1.513
NME1-NME2	1.297
RP11-274B21.3	-1.931
RP5-966M1.6	-2.171
PLA2G4B	-1.366
NPIPB5	-2.472
GSTA1	2.745
RP11-552M11.4	-1.098
RP5-839B4.8	-1.894
RPL23AP65	1.843
RN7SL417P	-1.018
SPRR2F	1.446
IGKV2-28	2.133
PDCL3P4	-1.023
UGT1A7	1.483
RP11-148K1.12	-1.284
PKD1P1	-2.084
GATA2-AS1	-1.604
LINC01296	2.971
RN7SL145P	-1.204
IGKV3-15	2.921
LILRA6	-2.757
SCARF2	-2.362
RP11-10G12.1	2.181
RP4-800G7.2	-2.171
IGKV1-27	1.956
RP3-449O17.1	-1.146
FCGR2C	-2.355
RP5-894A10.2	-1.512
RP11-20O24.4	-1.431
HBB	-5.472
N4BP2L2	-1.391
RP11-875O11.1	-1.254
RNF139-AS1	-1.036
NEAT1	-2.957
RP11-277P12.20	1.513
RAD51-AS1	-1.506
RP11-33B1.1	-1.036
LINC00968	-2.3
RP11-894P9.1	-1.643
RP11-1277A3.2	-1.271
UBAP1L	-1.368
PGAM5	1.728
MIR210HG	1.059
MTND4P12	3.447
NR2F2-AS1	-1.715
LINC00926	-1.68
FOXD1-AS1	2.089
FAM13A-AS1	-2.644
RRN3P1	-1.815
LINC01197	-1.311
SEMA6A-AS1	-1.897
MTATP6P1	-1.418
RP11-241F15.1	-1.109
TMEM110-MUSTN1	-1.818
RP11-974F13.5	-1.091
RP11-362F19.1	-1.031
TNFSF12-TNFSF13	-1.795
HHIP-AS1	-2.144
FMN1	-1.265
RP11-319G6.1	1.009
RP11-1334A24.6	-1.397
RP11-742B18.1	1.449
SLED1	-1.528
LINC01088	-1.499
RP11-434D9.1	-1.273
NAIP	-2.122
LINC01234	1.097
MIR143HG	-2.515
RP11-83M16.4	1.157
RP11-673E1.3	-1.286
ECSCR	-2.917
PVT1	1.424
PDCD6	1.183
RAC1P2	1.208
TMEM158	2.116
YJEFN3	-1.446
RP11-677M14.3	-1.433
RP11-848G14.5	-2.233
PKD1P6	-1.84
XXbac-BPG246D15.9	1.136
KIAA1456	-1.832
MGC32805	-1.442
RP11-1391J7.1	-1.133
GPR162	-2.999
RP4-669L17.8	-1.228
LINC00491	1.553
RP11-486L19.2	1.372
SEPP1	-1.625
RP11-710F7.2	-1.011
SNHG18	-1.304
RP11-253E3.3	-1.08
RP11-357D18.1	-2.341
ZFPM2-AS1	2.119
IGKV2D-40	2.028
RP11-701P16.5	-1.276
SHANK3	-3.157
LINC00958	3.988
RP11-420A23.1	-1.48
FOXD1	1.991
IGKV1D-39	2.559
MALAT1	-2.67
RP11-326C3.11	-1.039
RNA5SP216	-3.422
RN7SKP70	-1.064
PCDHGA12	-1.438
LINC01605	1.34
RP11-360L9.7	1.203
RP11-582J16.5	-1.36
HOXA10	2.889
TMEM200B	-1.438
PCDHGB6	-1.084
TRNP1	-1.107
RP11-231D20.2	1.507
RP11-395I14.2	-1.089
HOXA-AS2	-1.295
NKX2-1-AS1	-1.434
RP11-758M4.4	2.395
PRKDC	1.322
IGHGP	5.076
RBPMS-AS1	-1.834
PCDHGB7	-1.787
RP11-578O24.2	-1.221
SIGLEC14	-1.659
RP11-261P9.4	-1.497
RP11-110I1.11	-1.194
HSPB2-C11orf52	-2.849
RP11-755F10.3	-1.025
RP4-791M13.3	-1.029
RP11-676M6.1	1.465
RP11-152H18.3	-1.702
RP11-265D17.2	-1.21
SENCR	-1.184
IGLL5	2.036
RP11-805J14.5	1.364
MEX3A	1.723
RP11-672A2.4	-1.428
RP11-496I9.1	-3.173
GVINP1	-1.136
NPIPA2	-1.202
RP11-661A12.5	-1
RP11-770J1.5	-1.137
NAV2-AS1	-1.029
RP11-110I1.5	-1.968
RP11-326C3.7	-1.701
SCARNA9	-1.213
INMT-FAM188B	-1.959
RP11-1081L13.4	-1.101
STX16-NPEPL1	-2.796
RP11-326C3.2	-3.527
RP11-802E16.3	-2.31
PIGY	2.416
MIR100HG	-1.435
RP11-750H9.5	-1.926
RP11-350N15.4	-1.85
RP11-166D19.1	-1.675
RP11-326C3.12	-1.294
SOGA3	-1.587
RP11-411B6.6	-1.521
RP11-732A19.5	-1.819
TBX5-AS1	-2.74
RP11-890B15.3	-1.143
RP11-736K20.5	-1.253
LINC00925	1.206
RMST	-1.251
MT1JP	-2.322
RP11-197N18.2	-1.062
SMIM3	-1.262
RPL41P2	1.809
RP11-1038A11.3	1.66
RP11-116G8.5	7.308
RP11-73M18.2	2.628
RP11-598F7.6	-1.079
RP11-173P15.5	1.868
RP11-424C20.2	1.481
KLRAP1	-1.078
RP11-598F7.5	-1.201
RP11-783K16.5	2.223
RP11-598F7.3	-3.032
RP11-273B20.1	-1.183
SNRPEP2	2.528
HP	-1.377
PWAR6	-1.626
RP11-521B24.5	-2.046
MGAM	-1.633
RP11-983P16.4	-1.372
RP11-359M6.1	-1.585
RP11-278C7.1	-1.054
RP11-896J10.3	-2.146
RP11-203J24.9	-2.851
OR7E47P	-3.633
PSMA3-AS1	-1.447
RP11-1103G16.1	1.302
RP3-416H24.1	-3.17
INAFM1	-1.457
RP11-1143G9.4	-1.254
RP1-78O14.1	-1.845
RP11-386G11.10	2.059
RP11-293I14.2	1.339
RP11-588H23.3	-1.455
RP11-161H23.5	2.348
RP11-488C13.5	-1.036
RP11-644F5.10	-1.092
RP11-649E7.5	2.429
PPT2-EGFL8	-1.5
RP11-471B22.2	-1.434
LINC00641	-1.855
RP11-164J13.1	-2.477
RP11-76E17.3	-1.153
RP11-203M5.7	-1.353
RHOXF1-AS1	-2.252
RP11-638I2.10	-1.328
RP11-488C13.7	-1.235
LINC00930	-1.755
RP11-66N24.3	-1.944
RP11-356K23.1	-1.15
RP11-408B11.2	1.325
RNASE4	-2.426
RP11-7F17.3	-1.164
RP11-259K15.2	-1.339
TUBB3	2.983
LINC00519	2.251
HMGN1P3	-1.015
RP11-368P15.3	-1.384
SMIM6	-1.231
RP6-65G23.3	1.467
RP11-903H12.5	-1.92
ITGB3	-1.498
RP11-182J1.12	-1.683
RP11-562A8.4	-1.161
RP11-468E2.5	-1.107
INAFM2	-1.01
RP11-624L4.1	1.977
RP11-316M1.12	1.049
TGIF2-C20orf24	1.516
RP11-158M2.3	-1.032
RP11-16E12.1	-1.031
SORD2P	2.21
RP11-365N19.2	-1.074
RP11-89K11.1	-1.52
RP11-707P17.2	-1.411
RP11-499F3.2	1.021
SLC22A31	-4.17
RP11-284N8.3	-1.548
RP11-488L18.10	-1.887
RP11-1100L3.8	-1.859
LINC00261	-1.612
RP11-553L6.5	-2.259
HOXB7	2.202
LA16c-390E6.4	-1.838
RP11-254F7.2	-1.275
RP5-1142A6.9	-1.905
RP11-212I21.2	-1.841
RP11-616M22.5	-1.376
RP11-424G14.1	-1.161
RP11-588K22.2	-1.345
RP5-1085F17.3	-1.233
RP11-44F21.5	2.623
RP11-77H9.2	-1.082
RP11-395I6.3	-1.13
RP11-645C24.5	-1.091
MRC1	-3.135
RP11-386M24.6	-1.058
RP11-384K6.6	-1.126
SCX	-1.03
RP11-541N10.3	-1.699
RP11-63M22.2	-2.278
FAM157C	-1.387
MT1L	-2.413
RP13-516M14.1	-1.564
RP11-24N18.1	-1.692
RP11-23N2.4	-1.142
RP11-513N24.1	-1.333
RP11-106M3.2	-1.091
RP11-72I8.1	-1.214
RP11-311C24.1	-1.394
RP5-882C2.2	-1.314
RP11-161M6.2	-1.003
RP11-434B12.1	-1.352
RP11-196G11.2	-1.108
RP4-575N6.5	-1.024
LINC00622	-1.004
RP11-476D10.1	-1.42
RP4-647J21.1	-1.049
RP11-96C23.11	-1.414
RP11-303E16.2	1.34
RP11-1000B6.3	-1.154
RP11-264B17.3	-1.259
RP11-325K4.2	-1.659
RP3-523K23.2	3.823
RP3-512B11.3	1.655
RP11-389C8.2	-1.771
RP11-325K4.3	-1.285
ULK4P1	-1.085
RP11-524D16__A.3	-1.7
LINC01355	-1.115
PECAM1	-3.051
VPS9D1-AS1	1.794
RP11-455F5.5	-1.424
RP11-399O19.9	-1.046
RP11-106M3.3	-1.04
UBE2MP1	1.207
RP11-1024P17.1	-1.959
RP11-757F18.5	-1.077
RP11-448G15.3	-1.815
LA16c-358B7.3	-1.641
SMG1P7	-1.58
RP11-384L8.1	-1.125
RP11-401P9.4	-2.621
RP11-345J4.5	1.617
RP11-44F14.2	1.112
RP11-141J13.5	-1.097
MMP25-AS1	-1.625
RP11-589P10.5	-1.842
RP11-876N24.4	-1.29
RP11-473M20.9	-3.16
MMP12	5.029
RP11-667K14.4	2.209
RP11-334C17.5	-2.133
SPON1	-2.772
RP11-196G11.4	-1.145
MRPL12	1.506
RP11-498C9.2	1.193
RP11-1055B8.4	-2.296
RP11-235E17.6	-1.257
RP11-294J22.6	-1.398
MYZAP	-3.944
RP11-810M2.2	-1.096
RPS7P1	1.071
RP1-59D14.5	-1.511
RP11-160E2.19	-1.301
RP11-160O5.1	1.402
FAM72C	1.539
IKBKE	1.158
HID1-AS1	-1.314
MSMB	1.268
RP11-927P21.5	-2.609
RP11-334E6.12	1.36
RN7SL381P	-1.014
RP11-789C17.5	-2.048
RP11-159D12.2	-1.846
MAGOH2P	-1.129
SNRPGP2	2.958
RN7SL15P	-1.05
RP11-360L9.8	-1.275
RP11-186B7.4	-1.799
GJA5	-1.858
RP5-1171I10.5	-1.881
RBM8A	1.005
RP13-104F24.3	-2.491
TIMM23	1.081
RP11-138I1.4	1.125
RP11-789C17.1	-1.23
RP11-524F11.1	-1.02
RP11-68I3.11	-1.074
RARA-AS1	-1.633
RP11-1376P16.2	-1.441
MAFG-AS1	1.268
RP11-5A19.5	-1.406
ZNF488	1.088
LINC00668	2.78
TXNIP	-2.721
GATA6-AS1	-2.806
SRGAP2	-1.346
RP11-452I5.2	1.596
SNORA59B	-1.102
RP11-159D12.5	-1.308
NBPF15	-1.326
RP5-890E16.4	3.953
GDF10	-3.838
MYO15B	-4.048
RP13-104F24.1	-2.406
RP11-19P22.8	-1.599
FXYD1	-4.205
RP4-657D16.3	-1.073
PCAT19	-3.441
RP11-677O4.6	-2.513
RP11-861E21.2	-1.077
LCN6	-2.519
RP11-264B14.1	-1.227
RP11-49K24.6	1.021
LINC01140	-1.708
TBX2-AS1	-3.023
RP11-793H13.10	-2.123
RP11-397A16.1	1.599
KC6	1.769
SNHG22	-1.404
RP11-1094M14.8	-1.397
ZNF582-AS1	-1.498
MIR497HG	-2.229
S1PR2	-1.527
RP11-400F19.18	-1.003
ZNF224	-1.52
RP11-2N1.2	-1.07
MAGEA9B	2.249
NBPF12	-1.056
RP5-1057I20.4	-1.786
SLC6A14	-1.015
FAM156A	-1.212
FENDRR	-4.579
RP3-461F17.3	1.83
VN1R83P	-1.008
RP11-34P13.15	-1.496
TRABD2B	-1.215
LINC01082	-1.836
PTOV1-AS2	-2.099
NBPF9	-1.323
ZNF528-AS1	-1.039
RP11-73M18.10	-1.212
RP3-467L1.6	-1.102
RP11-932O9.9	-1.949
RP11-394O4.5	-3.124
RP11-73M18.7	-1.296
RP11-2B6.3	-1.074
RP11-324I22.3	-1.158
RP11-73M18.8	-1.381
RP5-940J5.9	6.445
RP11-498E2.9	-1.223
RP3-426I6.5	-1.189
RP11-34P13.16	-1.876
RP11-497H16.9	-1.351
RP11-276H19.2	1.886
RP3-449M8.9	-1.011
RP11-540B6.6	-1.143
RP3-426I6.6	-1.031
RP11-390K5.6	-1.06
MIR222HG	-1.745
RP11-78O7.2	-1.063
RP11-73M18.6	-1.27
MINOS1-NBL1	1.572
RP11-544M22.13	3.578
LINC01480	-1.06
NCBP2-AS2	1.298
RP11-258C19.7	-1.36
NBPF8	-1.502
PFN1P2	-1.093
RP11-796E10.1	1.101
IGHV3-30	2.247
PKD1P6	-1.826
RP11-373D23.2	-1.412
HSPE1-MOB4	1.061
RPS10-NUDT3	1.088
HIST2H4A	1.237
RP11-2E11.9	-1.006
RP11-326C3.15	-1.675
RP11-416L21.2	1.441
RP11-171I2.4	-1.074
SRXN1	1.244
NBPF19	-1.613
NBPF10	-1.478
RP3-368A4.5	-1.332
MMP28	-2.964
RP3-368A4.6	-1.366
LIX1L	-1.054
MILR1	-1.265
RP11-408O19.5	-1.108
SNX29P2	-1.464
RP11-787I22.3	-1.538
RP11-254F7.3	-1.415
XXbac-BPG299F13.14	-1.272
CYB561D2	-1.174
RP11-97C16.1	-1.872
RP11-482H16.1	-1.869
RP4-635E18.8	-2.052
RP11-884K10.6	-1.111
RP11-188P20.3	-1.547
RP11-415F23.2	-1.043
RP4-734G22.3	-1.043
LA16c-380H5.5	-1.027
RP13-582O9.7	1.248
RP11-802O23.3	-1.522
RP5-855D21.1	-1.973
XXbac-BPGBPG55C20.2	-1.036
RP1-151F17.2	-1.059
RP1-257A7.5	-2.712
FAM47E-STBD1	-1.518
RP5-1024N4.4	-1.2
XXbac-BPG299F13.17	-1.212
RP11-459I19.1	-1.052
MUSTN1	-3.821
ZSWIM8-AS1	-1.556
RP11-737O24.5	-1.106
GS1-114I9.1	-1.873
RP11-571I18.4	-1.024
RP11-190A12.8	-1.261
RP3-508I15.21	-1.653
STAG3L5P-PVRIG2P-PILRB	-1.227
RP11-326G21.1	-1.547
RP11-5C23.1	-1.082
RP13-1016M1.2	-1.695
RP11-286H15.1	-4.491
RP11-260M2.1	-1.152
RP5-855D21.3	-1.546
RP11-295M18.6	-1.09
RP3-402G11.27	-1.197
RP11-513M16.7	-1.677
RP11-347I19.8	-1.473
RP11-408A13.4	-1.449
LL22NC03-N14H11.1	1.413
RP5-1159O4.1	-1.737
RP11-574K11.31	-1.238
RP11-500M8.7	-1.526
RP11-134L10.1	-1.396
RP11-307C18.1	-1.238
KB-1572G7.2	-1.387
RP11-479G22.8	-1.126
RP11-216L13.19	-1.027
RP3-508I15.20	-2.007
RP11-302L19.3	-1.858
NBPF26	-1.684
RP3-402G11.28	-1.305
GS1-293C5.1	-1.389
RP11-20I20.4	-2.339
RP11-5C23.2	-1.05
RP3-402G11.25	-1.509
RP11-513M16.8	-1.642
SERPINA3	-2.011
RP11-136C24.3	-1.003
RP11-386I14.4	-1.56
RP11-804H8.6	-1.168
RP11-378A13.2	-1.46
RP5-1074L1.4	-1.429
RP13-514E23.2	-1.055
RP11-434H6.7	-1.516
RP11-180C16.1	-1.57
RP11-390P24.1	-1.251
RP11-59C5.3	-1.186
RP11-7F17.8	-1.238
LLNLR-470E3.1	-1.856
RP11-635O16.2	-1.276
Metazoa_SRP	-1.438
Metazoa_SRP	2.297
uc_338	-2.189
NATD1	-1.282
KB-68A7.1	-1.057
RP11-357P18.2	-1.856
GGTLC3	-1.281
SNORA73A	1.826
RP11-44M6.7	-2.672
RP11-347I19.7	-1.403
RP11-345J18.2	-1.049
RP11-227G15.10	-1.003
RP11-433J22.2	-1.503
TBC1D3L	-1.593
RP6-159A1.4	-2.981
RP11-147L13.12	-1.29
IGHV2-70	1.63
PI4KAP1	-1.938
RP11-12G12.7	1.874
TBC1D3B	-1.181
RP11-65I12.1	-1.293
RP5-864K19.6	1.487
MLLT6	-1.445
Metazoa_SRP	-1.061
RNA5-8S5	1.794
RP11-455F5.6	-1.066
HNF1B	-2.513
RP11-334C17.6	1.316
DLEU2_6	2.306
RP4-681N20.5	-1.004
RP11-291I6.2	-1.348
U47924.32	-1.218
HIST1H2BH	1.863
RP11-403A3.3	-1.529
LINC00162	-1.034
RP13-516M14.10	-2.298
RP4-545L17.11	1.025
UHRF1	3.091
RP11-481J2.3	1.318
WHAMMP3	-1.234
RN7SL1	2.737
RP11-481J2.4	-1.115
RP11-403A3.2	-1.31
RP11-490B18.6	-1.173
RP11-139H15.5	-1.35
PCDHGB5	-1.154
HERC2P2	-2.064
IGKV1D-13	1.562
RP11-407G23.7	-1.189
RP5-1057I20.5	-1.09
RP11-1000B6.7	-1.082
HOTAIRM1_2	-2.219
IGHV4-4	1.407
RP11-713N11.6	-1.414
RMRP	1.119
HIST1H2AE	1.104
RPPH1	1.165
RP11-326C3.16	-1.058
RP11-837J7.4	-1.388
RP11-325L12.6	-1.765
MARCKS	1.044
RP11-147L13.13	-1.379
GPIHBP1	-4.066
RP11-93B14.9	-1.05
RP11-9E17.1	1.127
PGM5P3-AS1	-1.046
RP11-427L15.2	-1.333
HOTAIRM1_5	-2.36
RP11-734K23.9	-2.175
RNA5-8S5	1.794
PSMB3	1.019
RP11-11N7.5	-1.433
uc_338	-1.091
RP11-45A17.2	-1.178
RP11-403P17.6	-1.389
RP11-452N17.1	1.063
RP11-736N17.10	-1.078
RP11-196G11.5	-1.496
RNA5-8S5	1.794
IGLV2-8	1.423
RP5-906C1.1	-1.286
RNA5-8S5	1.794
RP11-245D16.4	1.064
RP11-294C11.2	1.632
RP11-81A1.6	-1.837
Metazoa_SRP	1.702
RP11-468E2.11	-1.229
RP11-45M22.2	-1.55
RP11-640N20.4	-1.058
HEIH	-1.104
RP11-574K11.24	-1.797
RP11-517I3.2	-1.399
RP11-609D21.3	-1.011
RP3-331H24.7	-2.919
RP4-737E23.6	-1.274
RP3-425C14.4	-1.464
RPL41	1.206
RP11-20I23.2	-1.398
RP11-394B2.1	-1.114
RP11-96D1.8	-1.111
RP11-609N14.4	-2.167
RP11-574K11.32	-1.402
RP13-554M15.2	-1.062
RP13-20L14.10	-1.054
RP11-58O9.2	1.491
RP4-742C19.13	-1.219
RP11-43N16.4	-1.983
RP11-158H5.2	-1.014
RP11-295D4.3	-1.019
RP11-205M5.3	-2.905
RP11-87H9.4	-1.776
RP11-33E12.2	-1.342
RP11-876N24.3	-1.878
XX-FW83563B9.5	-1.013
LA16c-380F5.3	-1.588
MIR4697HG	-1.223
RP11-1228E12.1	-1.001
RP11-338K17.10	-1.155
RP11-736K20.4	-1.798
RP11-80P20.3	-1.509
RP13-516M14.8	-1.386
IGHV1-69-2	3.05
RP11-361L15.3	-1.281
SH3PXD2A-AS1	1.019
LINC01232	1.224
RP11-216B9.9	-1.025
N4BP2L2-IT2	-1.774
NPTN-IT1	-1.413
LINC01176	-1.028
TGFB2-OT1	-1.23
RBM5-AS1	-1.567
LINC00891	-1.83
GIMAP1-GIMAP5	-2.079
LL22NC03-N95F10.1	-2.583
TMBIM4	-3.76
RP11-27G14.4	1.654
WASH5P	-1.42
LINC01002	-1.291
