Gene	MutSig(Q-value)	# Mut	#	Freq	Is Cancer Gene (source: OncoKB)
CEP135		38	38	4.5	No
OR5I1		38	38	4.5	No
ZNF292		39	38	4.5	No
KIF21B		40	38	4.5	No
CAMTA1		42	38	4.5	Yes
RGS22		39	38	4.5	No
OR2T1		38	38	4.5	No
STK31		45	38	4.5	No
ZP4		39	38	4.5	No
DOCK5		38	38	4.5	No
COL21A1		39	38	4.5	No
EPPK1		40	38	4.5	No
ATP13A4		42	38	4.5	No
FNDC1		41	38	4.5	No
TNRC18		40	38	4.5	No
HELZ2		41	38	4.5	No
KNDC1		41	38	4.5	No
CACNA2D4		38	38	4.5	No
OR4C11		41	38	4.5	No
AK9		38	38	4.5	No
FAM83B		43	38	4.5	No
OR5W2		38	38	4.5	No
OR5T1		43	38	4.5	No
CACNA1F		37	37	4.4	No
CASR		39	37	4.4	No
CDH2		37	37	4.4	No
CFTR		40	37	4.4	No
CHAT		37	37	4.4	No
CELSR2		37	37	4.4	No
MTOR		40	37	4.4	Yes
FYB1		40	37	4.4	No
GABRA6		37	37	4.4	Yes
MUC3A		39	37	4.4	No
PCDH9		43	37	4.4	No
RBP3		42	37	4.4	No
ROBO2		37	37	4.4	No
SCN9A		41	37	4.4	No
TCHH		45	37	4.4	No
CADPS		39	37	4.4	No
RASAL2		37	37	4.4	No
GPRASP1		39	37	4.4	No
SETD1A		37	37	4.4	Yes
AKAP3		38	37	4.4	No
SNRNP200		38	37	4.4	No
NCOA6		40	37	4.4	No
SATB2		40	37	4.4	No
DICER1		42	37	4.4	Yes
ABCA6		40	37	4.4	No
RIMBP2		37	37	4.4	No
PLXNB2		38	37	4.4	No
ABI3BP		41	37	4.4	No
PCDHA2		37	37	4.4	No
FANCM		38	37	4.4	No
DYNC2H1		43	37	4.4	No
CCDC85A		37	37	4.4	No
FCRL1		39	37	4.4	No
OLFM3		40	37	4.4	No
TPH2		37	37	4.4	No
SLC24A4		37	37	4.4	No
OR2M3		39	37	4.4	No
DSG4		38	37	4.4	No
CNTN4		39	37	4.4	No
OR5L1		39	37	4.4	No
TDRD6		37	37	4.4	No
ATP13A5		38	37	4.4	No
OR2T2		39	37	4.4	No
COL1A1		40	36	4.3	Yes
COL4A3		38	36	4.3	No
DMXL1		43	36	4.3	No
EPHA7		41	36	4.3	Yes
EPHB3		36	36	4.3	No
EPRS		42	36	4.3	No
GRIA4		39	36	4.3	No
HTT		36	36	4.3	No
AFF3		36	36	4.3	Yes
MNDA		37	36	4.3	No
MYH11		36	36	4.3	Yes
SORL1		40	36	4.3	No
TUBA3C		39	36	4.3	No
COL14A1		37	36	4.3	No
DNAH17		44	36	4.3	No
DLGAP2		36	36	4.3	No
DEPDC5		37	36	4.3	No
GREB1		36	36	4.3	No
CEP170		37	36	4.3	No
NINL		37	36	4.3	No
NUP205		43	36	4.3	No
PRRC2C		41	36	4.3	No
ZIM2		36	36	4.3	No
POTEH		41	36	4.3	No
ANKRD17		38	36	4.3	No
OR2L2		39	36	4.3	No
UBQLN3		36	36	4.3	No
ELOA2		37	36	4.3	No
APBB1IP		42	36	4.3	No
FIGN		38	36	4.3	No
PCDHB4		38	36	4.3	No
PCDHB2		36	36	4.3	No
ARHGAP31		39	36	4.3	No
SHROOM3		40	36	4.3	No
ABCG8		36	36	4.3	No
EFCAB6		36	36	4.3	No
CPLANE1		41	36	4.3	No
ALG13		37	36	4.3	No
SEMA6D		39	36	4.3	No
ZNF527		36	36	4.3	No
KIAA1755		38	36	4.3	No
TNKS1BP1		43	36	4.3	No
SSH2		39	36	4.3	No
UGT3A1		41	36	4.3	No
DCAF8L1		36	36	4.3	No
SLC5A8		37	36	4.3	No
OR5D14		36	36	4.3	No
OR10Q1		39	36	4.3	No
OR4C13		36	36	4.3	No
SOGA3		36	36	4.3	No
OR2M7		36	36	4.3	No
FSIP2		42	36	4.3	No
ZNF716		38	36	4.3	No
CD5L		36	35	4.2	No
COL4A6		41	35	4.2	No
MEGF8		37	35	4.2	No
EIF4G1		38	35	4.2	No
KCNA5		35	35	4.2	No
LAMC1		36	35	4.2	No
LHCGR		39	35	4.2	No
MAP1A		35	35	4.2	No
NDN		41	35	4.2	No
ENPP1		39	35	4.2	No
ENPP2		36	35	4.2	No
PIK3C2B		36	35	4.2	Yes
SLCO1A2		37	35	4.2	No
TIE1		36	35	4.2	No
TRPM2		35	35	4.2	No
TYK2		38	35	4.2	Yes
KCNB2		37	35	4.2	No
PCDHGA8		35	35	4.2	No
ARHGEF11		40	35	4.2	No
AASS		43	35	4.2	No
NEBL		35	35	4.2	No
CHL1		44	35	4.2	No
LILRB5		36	35	4.2	No
GPATCH8		35	35	4.2	No
MINAR1		35	35	4.2	No
PHF3		41	35	4.2	No
NNT		35	35	4.2	No
RASGRP3		35	35	4.2	No
RPAP1		35	35	4.2	No
ABCA12		37	35	4.2	No
PIK3R4		35	35	4.2	No
RXFP3		35	35	4.2	No
SMPD4		35	35	4.2	No
ZFP64		35	35	4.2	No
ANKRD50		35	35	4.2	No
THOC2		39	35	4.2	No
TENM2		38	35	4.2	No
MYH7B		36	35	4.2	No
SFMBT2		42	35	4.2	No
BCAN		38	35	4.2	No
OR4A16		38	35	4.2	No
OR6K2		35	35	4.2	No
CALN1		36	35	4.2	No
COL27A1		36	35	4.2	No
CCNB3		35	35	4.2	Yes
ZNF257		37	35	4.2	No
ZBED9		38	35	4.2	No
REG3G		35	35	4.2	No
TTC14		37	35	4.2	No
FAM71B		38	35	4.2	No
HFM1		36	35	4.2	No
SAMD9L		39	35	4.2	No
TECRL		37	35	4.2	No
C12ORF40		35	35	4.2	No
TRIM42		36	35	4.2	No
NLRP9		40	35	4.2	No
SLCO1B7		35	35	4.2	No
HEPHL1		39	35	4.2	No
PRR23B		36	35	4.2	No
OR9G1		36	35	4.2	No
OR11L1		39	35	4.2	No
C3		36	34	4.0	No
CYLC1		34	34	4.0	No
DGKB		35	34	4.0	No
LRP4		34	34	4.0	No
MAGEB2		34	34	4.0	No
ENPP3		34	34	4.0	No
ABCB4		36	34	4.0	No
PRKCB		36	34	4.0	No
PTPRN2		37	34	4.0	No
MARCO		34	34	4.0	No
ATP8A1		38	34	4.0	No
SHANK2		38	34	4.0	No
UHRF1BP1L		34	34	4.0	No
MGA		36	34	4.0	Yes
NCAPD3		35	34	4.0	No
KCNH5		38	34	4.0	No
DENND2A		34	34	4.0	No
ZNF638		35	34	4.0	No
NTM		38	34	4.0	No
BRWD1		35	34	4.0	No
SDK2		34	34	4.0	No
CROT		34	34	4.0	No
GON4L		37	34	4.0	No
PCDHB6		34	34	4.0	No
PCDHA1		42	34	4.0	No
EPG5		36	34	4.0	No
BCORL1		35	34	4.0	Yes
OR4K5		34	34	4.0	No
OR51B2		38	34	4.0	No
OR4K1		37	34	4.0	No
CLMN		37	34	4.0	No
ATP8B4		36	34	4.0	No
PHC3		37	34	4.0	No
MAP3K19		37	34	4.0	No
VCPIP1		34	34	4.0	No
CFHR5		34	34	4.0	No
PCDH11Y		36	34	4.0	No
CHD6		34	34	4.0	No
MAATS1		35	34	4.0	No
SLC5A11		35	34	4.0	No
C10ORF71		34	34	4.0	No
AGBL1		42	34	4.0	No
OR2T34		38	34	4.0	No
LRRIQ3		36	34	4.0	No
PLEKHH2		34	34	4.0	No
CD109		34	34	4.0	No
SLITRK4		34	34	4.0	No
CWF19L2		34	34	4.0	No
CFAP54		40	34	4.0	No
OR8H1		36	34	4.0	No
JMJD1C		39	34	4.0	No
OR14A16		37	34	4.0	No
IGSF10		37	34	4.0	No
PLCXD3		35	34	4.0	No
POTEC		40	34	4.0	No
AGMO		36	34	4.0	No
ADCYAP1R1		36	33	3.9	No
CDH11		34	33	3.9	Yes
CHD4		36	33	3.9	Yes
CPA3		34	33	3.9	No
CELSR3		36	33	3.9	No
EYA4		36	33	3.9	No
MSH4		35	33	3.9	No
NRCAM		34	33	3.9	No
PLCB4		33	33	3.9	No
KDM5A		33	33	3.9	Yes
REST		33	33	3.9	Yes
SCN8A		36	33	3.9	No
SLC9A2		33	33	3.9	No
SLC18A3		33	33	3.9	No
SMARCA4		34	33	3.9	Yes
ZNF229		34	33	3.9	No
ITGA10		35	33	3.9	No
LDB2		33	33	3.9	No
MAGI1		35	33	3.9	No
EIF2AK3		36	33	3.9	No
GCC2		33	33	3.9	No
KIAA0319		35	33	3.9	No
KDM5B		49	33	3.9	No
ADAM29		36	33	3.9	No
BAZ1A		37	33	3.9	No
SPEN		44	33	3.9	Yes
CNOT1		36	33	3.9	No
MAST2		37	33	3.9	No
ANKLE2		33	33	3.9	No
VPS8		34	33	3.9	No
DAAM2		33	33	3.9	No
ZNF318		34	33	3.9	No
DNAH1		36	33	3.9	No
ANKRD11		51	33	3.9	Yes
NOX4		36	33	3.9	No
ARMC4		33	33	3.9	No
NUP133		36	33	3.9	No
PCDHGA2		33	33	3.9	No
YLPM1		38	33	3.9	No
RALGAPB		36	33	3.9	No
RXFP1		33	33	3.9	No
MINDY4		33	33	3.9	No
DDX60L		33	33	3.9	No
OR2B11		33	33	3.9	No
ARMH4		34	33	3.9	No
OR10G9		33	33	3.9	No
SLC9C1		33	33	3.9	No
KIF4B		36	33	3.9	No
OVCH1		33	33	3.9	No
OR52A5		33	33	3.9	No
OR8H2		38	33	3.9	No
OR5H14		33	33	3.9	No
IQSEC3		33	33	3.9	No
ACTC1		32	32	3.8	No
AMY2B		33	32	3.8	No
ADGRB2		33	32	3.8	No
BTK		32	32	3.8	Yes
CYBB		32	32	3.8	No
F13A1		34	32	3.8	No
GAD2		34	32	3.8	No
HTR1A		36	32	3.8	No
KIT		36	32	3.8	Yes
MSR1		33	32	3.8	No
MTR		33	32	3.8	No
NEO1		35	32	3.8	No
NOTCH3		33	32	3.8	Yes
PTPN13		32	32	3.8	Yes
RAG1		34	32	3.8	No
RASGRF1		33	32	3.8	No
ABCC8		38	32	3.8	No
TNS1		32	32	3.8	No
UMOD		34	32	3.8	No
ZNF711		35	32	3.8	No
ZNF516		32	32	3.8	No
SEMA3E		33	32	3.8	No
C2CD5		35	32	3.8	No
HELZ		38	32	3.8	No
ARFGEF1		33	32	3.8	No
FUT9		33	32	3.8	No
ARPP21		32	32	3.8	No
MMRN1		34	32	3.8	No
KIFAP3		35	32	3.8	No
TNRC6B		34	32	3.8	No
PASK		32	32	3.8	Yes
TUT4		33	32	3.8	No
SMC1B		33	32	3.8	No
BCOR		32	32	3.8	Yes
ZGRF1		35	32	3.8	No
KIF16B		32	32	3.8	No
TTC17		35	32	3.8	No
PCDHB11		33	32	3.8	No
PCDHA4		35	32	3.8	No
PCDHA3		36	32	3.8	No
TEX13A		33	32	3.8	No
PARD3		32	32	3.8	No
KNL1		36	32	3.8	Yes
SLC12A5		37	32	3.8	No
COL20A1		33	32	3.8	No
RANBP17		36	32	3.8	No
SPAG16		32	32	3.8	No
ZNF665		35	32	3.8	No
CCDC33		32	32	3.8	No
OR4K15		33	32	3.8	No
SPATA16		33	32	3.8	No
MAML2		33	32	3.8	Yes
OR2T12		33	32	3.8	No
WDR64		34	32	3.8	No
SLCO6A1		36	32	3.8	No
RPL10L		32	32	3.8	No
ZNF98		34	32	3.8	No
MB21D2		32	32	3.8	No
MAGEB6		34	32	3.8	No
EML5		32	32	3.8	No
OR8K3		32	32	3.8	No
MMS22L		35	32	3.8	No
SHPRH		32	32	3.8	No
FRYL		32	32	3.8	No
OR2T3		34	32	3.8	No
TGM6		37	32	3.8	No
LRRTM3		32	32	3.8	No
C2ORF78		33	32	3.8	No
OR5T3		35	32	3.8	No
ATP1A4		31	31	3.7	No
ATP7A		31	31	3.7	No
BMP5		32	31	3.7	No
BRAF		31	31	3.7	Yes
CAPN6		35	31	3.7	No
CDH6		32	31	3.7	No
COL8A1		32	31	3.7	No
CSF2RA		36	31	3.7	No
DCX		34	31	3.7	No
DPP4		31	31	3.7	No
EBF1		31	31	3.7	Yes
GABRG3		31	31	3.7	No
KCNC2		36	31	3.7	No
KNG1		34	31	3.7	No
LRP6		32	31	3.7	No
NOTCH4		31	31	3.7	Yes
PCDH8		34	31	3.7	No
PRKG1		31	31	3.7	No
PTPRK		31	31	3.7	Yes
PTPRR		33	31	3.7	No
SPAM1		32	31	3.7	No
SPTBN1		33	31	3.7	No
TRPC4		32	31	3.7	No
ZNF33B		31	31	3.7	No
PRDM2		31	31	3.7	No
SLC4A4		31	31	3.7	No
MPDZ		31	31	3.7	No
CACNA1H		31	31	3.7	No
SLC28A1		32	31	3.7	No
NCOR2		34	31	3.7	Yes
ARHGAP32		34	31	3.7	No
SLC12A6		31	31	3.7	No
CEP152		33	31	3.7	No
FBXL7		31	31	3.7	No
PSME4		34	31	3.7	No
ATP11B		33	31	3.7	No
ACSBG1		32	31	3.7	No
SIPA1L1		33	31	3.7	No
TNRC6A		32	31	3.7	No
NPC1L1		31	31	3.7	No
MAGEC2		32	31	3.7	No
SNTG2		32	31	3.7	No
XRN1		31	31	3.7	No
BNC2		32	31	3.7	No
NADSYN1		32	31	3.7	No
WDR33		31	31	3.7	No
CCDC88A		37	31	3.7	No
ADCY10		32	31	3.7	No
KMT2E		31	31	3.7	No
PCDHGA1		31	31	3.7	No
SHROOM4		37	31	3.7	No
DIP2B		31	31	3.7	No
CIP2A		32	31	3.7	No
NCKAP5L		34	31	3.7	No
PRDM16		32	31	3.7	Yes
MYH14		31	31	3.7	No
PEAK1		32	31	3.7	No
CEP290		33	31	3.7	No
CHD9		31	31	3.7	No
SLCO5A1		31	31	3.7	No
SIGLEC10		31	31	3.7	No
ZNF616		31	31	3.7	No
PKD1L2		34	31	3.7	No
SLITRK1		31	31	3.7	No
OR2T10		34	31	3.7	No
AMER1		31	31	3.7	Yes
CCDC80		31	31	3.7	No
PLEKHG4B		32	31	3.7	No
IQUB		33	31	3.7	No
SLC7A13		34	31	3.7	No
NLRP11		36	31	3.7	No
OR4S2		35	31	3.7	No
PRTG		32	31	3.7	No
OR5D16		31	31	3.7	No
OR5B2		31	31	3.7	No
OR4N2		34	31	3.7	No
PTCHD4		33	31	3.7	No
ATP4A		31	30	3.6	No
KIF1A		30	30	3.6	No
COPA		33	30	3.6	No
CSF2RB		30	30	3.6	No
GUCY1A1		30	30	3.6	No
ITPR3		30	30	3.6	No
KCNJ12		32	30	3.6	No
LRP5		30	30	3.6	No
MAGEB4		30	30	3.6	No
AFDN		31	30	3.6	Yes
MYF5		30	30	3.6	No
CNOT4		30	30	3.6	No
NPAT		30	30	3.6	No
OCRL		30	30	3.6	No
PDHA2		30	30	3.6	No
PRLR		31	30	3.6	No
RASGRF2		30	30	3.6	No
SLC4A1		32	30	3.6	No
SLC8A3		36	30	3.6	No
SNAPC4		31	30	3.6	No
TRO		30	30	3.6	No
TTK		31	30	3.6	No
ZNF80		30	30	3.6	No
MLLT10		31	30	3.6	Yes
AP3B2		30	30	3.6	No
SYMPK		34	30	3.6	No
UNC5C		33	30	3.6	No
ABCB11		30	30	3.6	No
IQGAP1		32	30	3.6	No
BAIAP3		30	30	3.6	No
EXO1		37	30	3.6	No
CDC42BPB		34	30	3.6	No
CKAP5		30	30	3.6	No
PLPPR4		31	30	3.6	No
SNAP91		31	30	3.6	No
NUP153		32	30	3.6	No
IQGAP2		30	30	3.6	No
LILRB1		31	30	3.6	No
LILRB4		32	30	3.6	No
ADAMTS5		31	30	3.6	No
GALNT5		30	30	3.6	No
DOP1A		32	30	3.6	No
EXPH5		30	30	3.6	No
CUL9		33	30	3.6	No
NFASC		30	30	3.6	No
TOGARAM1		31	30	3.6	No
USP24		30	30	3.6	No
MED13L		31	30	3.6	No
DNM3		33	30	3.6	No
AK5		30	30	3.6	No
OR8B2		33	30	3.6	No
BBS9		30	30	3.6	No
TNNI3K		34	30	3.6	No
NIN		33	30	3.6	Yes
SPTBN5		30	30	3.6	No
PCF11		32	30	3.6	No
SNTG1		31	30	3.6	No
SEMA5B		31	30	3.6	No
ACSM5		31	30	3.6	No
BANK1		31	30	3.6	No
HEATR1		33	30	3.6	No
RIF1		30	30	3.6	No
OGDHL		33	30	3.6	No
PCDHGA11		33	30	3.6	No
PCDHB3		30	30	3.6	No
PCDHA11		32	30	3.6	No
TEX14		32	30	3.6	No
DPYSL5		31	30	3.6	No
EMSY		33	30	3.6	Yes
LRFN2		31	30	3.6	No
ALS2		31	30	3.6	No
FNDC3B		31	30	3.6	No
TMEM108		31	30	3.6	No
TRIM48		31	30	3.6	No
CFAP43		30	30	3.6	No
SEL1L2		32	30	3.6	No
OR2G2		30	30	3.6	No
NETO1		32	30	3.6	No
DISP1		32	30	3.6	No
KCNG4		30	30	3.6	No
TPTE2		30	30	3.6	No
OR4C46		31	30	3.6	No
ZNF813		34	30	3.6	No
MYOM3		31	30	3.6	No
JAKMIP1		30	30	3.6	No
KANK4		33	30	3.6	No
ZFC3H1		32	30	3.6	No
OR5T2		30	30	3.6	No
MPEG1		33	30	3.6	Yes
COL6A5		31	30	3.6	No
NUTM1		32	30	3.6	Yes
TRIML1		31	30	3.6	No
DCAF12L2		30	30	3.6	No
TMPRSS9		30	30	3.6	No
OR10G4		30	30	3.6	No
OR2L8		34	30	3.6	No
LHX8		30	30	3.6	No
OR5B3		31	30	3.6	No
FPGT-TNNI3K		33	30	3.6	No
ATP1A3		29	29	3.4	No
CNGA2		31	29	3.4	No
COL13A1		33	29	3.4	No
CYLD		29	29	3.4	Yes
DACH1		29	29	3.4	No
DRD3		29	29	3.4	No
FLT3		29	29	3.4	Yes
GTF3C1		32	29	3.4	No
HTR1E		29	29	3.4	No
LAMB1		30	29	3.4	No
MAGEA6		31	29	3.4	No
MMP9		30	29	3.4	No
MYO7A		31	29	3.4	No
SERPINA4		31	29	3.4	No
PI4KA		32	29	3.4	No
PLXNA2		30	29	3.4	No
PROX1		30	29	3.4	No
PSG2		32	29	3.4	No
ARID4A		30	29	3.4	Yes
RHAG		29	29	3.4	No
HLTF		29	29	3.4	No
TAF2		32	29	3.4	No
VAV1		29	29	3.4	Yes
RASAL1		34	29	3.4	No
PPFIA4		29	29	3.4	No
DGKD		31	29	3.4	No
TNKS		29	29	3.4	No
ADAM21		29	29	3.4	No
DLGAP1		41	29	3.4	No
TTLL4		29	29	3.4	No
SMG7		29	29	3.4	No
KIF14		30	29	3.4	No
DOP1B		30	29	3.4	No
ABCC5		31	29	3.4	No
PLXNC1		35	29	3.4	No
MARCH6		29	29	3.4	No
BTN2A2		29	29	3.4	No
NPFFR2		29	29	3.4	No
CIT		29	29	3.4	No
AKAP11		32	29	3.4	No
MON2		32	29	3.4	No
KIF13B		31	29	3.4	No
SMCHD1		37	29	3.4	No
SCRIB		29	29	3.4	No
ZBTB20		29	29	3.4	No
GOLIM4		29	29	3.4	No
SLC45A2		30	29	3.4	No
SUCO		32	29	3.4	No
LGSN		30	29	3.4	No
CDHR2		29	29	3.4	No
TBC1D8B		32	29	3.4	No
ARHGAP17		29	29	3.4	No
UGGT2		29	29	3.4	No
PCDHB14		32	29	3.4	No
RNF17		30	29	3.4	No
CASS4		34	29	3.4	No
ARFGEF3		29	29	3.4	No
KIDINS220		30	29	3.4	No
HACE1		29	29	3.4	No
CASD1		30	29	3.4	No
LRRK1		29	29	3.4	No
RIN3		29	29	3.4	No
SPG11		30	29	3.4	No
ITIH5		29	29	3.4	No
DCSTAMP		30	29	3.4	No
PMFBP1		29	29	3.4	No
ADGRG7		29	29	3.4	No
SIGLEC12		30	29	3.4	No
LMBRD2		29	29	3.4	No
OSBPL6		29	29	3.4	No
PIK3AP1		30	29	3.4	No
TMEM132E		30	29	3.4	No
OR14C36		32	29	3.4	No
ZFP42		29	29	3.4	No
PLB1		29	29	3.4	No
IGSF11		33	29	3.4	No
CLVS1		30	29	3.4	No
BCL9L		30	29	3.4	Yes
SLC9C2		29	29	3.4	No
TAAR6		29	29	3.4	No
SLC6A19		29	29	3.4	No
ACSM4		29	29	3.4	No
TMC3		32	29	3.4	No
ZSCAN5B		33	29	3.4	No
GPR149		29	29	3.4	No
OR8H3		30	29	3.4	No
OR2M2		32	29	3.4	No
PRB2		32	29	3.4	No
ABL2		29	28	3.3	Yes
ALK		29	28	3.3	Yes
ANPEP		28	28	3.3	No
CBLB		28	28	3.3	Yes
CLCA1		29	28	3.3	No
ABCC2		28	28	3.3	No
CNGA3		28	28	3.3	No
CPB1		28	28	3.3	No
CYP11B2		29	28	3.3	No
DYNC1I1		28	28	3.3	No
EPHB6		29	28	3.3	No
LRRC32		28	28	3.3	No
GLI2		28	28	3.3	No
ITPR1		29	28	3.3	No
MYH3		28	28	3.3	No
NOS2		30	28	3.3	No
NOVA1		28	28	3.3	No
OPCML		29	28	3.3	No
PEX1		28	28	3.3	No
PGK2		29	28	3.3	No
POLA1		30	28	3.3	No
PPP2R1A		28	28	3.3	Yes
REV3L		31	28	3.3	No
RGS12		28	28	3.3	No
RXRG		28	28	3.3	No
SOX5		28	28	3.3	No
SP4		28	28	3.3	No
TLN1		32	28	3.3	No
CHRD		28	28	3.3	No
ASAP2		29	28	3.3	No
USP6		28	28	3.3	Yes
ZMYM3		28	28	3.3	Yes
GLP2R		29	28	3.3	No
ADAMTS4		28	28	3.3	No
LPIN2		28	28	3.3	No
ESPL1		28	28	3.3	No
STARD8		28	28	3.3	No
DNAJC6		28	28	3.3	No
PTPRU		28	28	3.3	No
ERN2		28	28	3.3	No
CEP164		28	28	3.3	No
SULF1		34	28	3.3	No
ATP11A		28	28	3.3	No
ANKRD12		33	28	3.3	No
CLASP1		28	28	3.3	No
SIK3		28	28	3.3	No
IBTK		34	28	3.3	No
TRPC4AP		31	28	3.3	No
IFT172		29	28	3.3	No
PCDHB5		29	28	3.3	No
INTS1		34	28	3.3	No
TIAM2		29	28	3.3	No
SETD2		28	28	3.3	Yes
WDPCP		28	28	3.3	No
KCNK10		39	28	3.3	No
SAMD9		29	28	3.3	No
TRPM7		28	28	3.3	No
PBRM1		31	28	3.3	Yes
CARMIL1		30	28	3.3	No
YEATS2		29	28	3.3	No
CDK5RAP2		28	28	3.3	No
CENPJ		32	28	3.3	No
PCDHB13		28	28	3.3	No
CGN		29	28	3.3	No
CEP126		28	28	3.3	No
JCAD		28	28	3.3	No
GBA3		34	28	3.3	No
NLRC4		28	28	3.3	No
PCDH20		28	28	3.3	No
CCDC102B		32	28	3.3	No
KRBA1		28	28	3.3	No
GJA10		28	28	3.3	No
PAPLN		28	28	3.3	No
HELB		32	28	3.3	No
SLC26A7		29	28	3.3	No
ARHGAP33		33	28	3.3	No
OR56A1		33	28	3.3	No
RPTN		29	28	3.3	No
OR2T11		32	28	3.3	No
WDR49		28	28	3.3	No
CNBD1		29	28	3.3	No
OR8K5		29	28	3.3	No
ZSCAN1		31	28	3.3	No
GPRIN3		28	28	3.3	No
KRT73		29	28	3.3	No
SLCO4C1		28	28	3.3	No
SLC9A4		29	28	3.3	No
OR52E6		29	28	3.3	No
OR5D13		28	28	3.3	No
OR5M9		30	28	3.3	No
OR4K2		28	28	3.3	No
ABCA2		31	27	3.2	No
ADARB2		27	27	3.2	No
APLNR		27	27	3.2	Yes
ATP2B2		27	27	3.2	No
CARS		27	27	3.2	Yes
CNGA4		28	27	3.2	No
DOCK3		27	27	3.2	No
DSC1		28	27	3.2	No
EGFR		33	27	3.2	Yes
EPHA8		27	27	3.2	No
FCAR		27	27	3.2	No
FLT4		31	27	3.2	Yes
GABRA1		27	27	3.2	No
GABRA5		27	27	3.2	No
GPM6A		27	27	3.2	No
HDC		31	27	3.2	No
HIP1		27	27	3.2	Yes
IGHMBP2		33	27	3.2	No
IRF6		27	27	3.2	No
ITGAM		27	27	3.2	No
MAGEA4		28	27	3.2	No
MAGEA11		28	27	3.2	No
MBL2		28	27	3.2	No
MEFV		27	27	3.2	No
MTRR		27	27	3.2	No
PCSK5		29	27	3.2	No
PHEX		28	27	3.2	No
PHKA1		27	27	3.2	No
PLCG2		29	27	3.2	Yes
POLR2B		27	27	3.2	No
PTPRM		29	27	3.2	No
PTPRN		30	27	3.2	No
SGCD		28	27	3.2	No
TARBP1		30	27	3.2	No
TGM3		27	27	3.2	No
TRPC3		28	27	3.2	No
TSC2		27	27	3.2	Yes
ZFP37		29	27	3.2	No
CILP		30	27	3.2	No
SLC6A5		29	27	3.2	No
ITGBL1		27	27	3.2	No
TGFBRAP1		27	27	3.2	No
MED23		27	27	3.2	No
NUP155		28	27	3.2	No
RUBCN		27	27	3.2	No
RNF144A		28	27	3.2	No
LAMC3		28	27	3.2	No
PKDREJ		29	27	3.2	No
ALDH1L1		27	27	3.2	No
PPP1R13L		27	27	3.2	No
SP140		28	27	3.2	Yes
SYNRG		27	27	3.2	No
USP33		27	27	3.2	No
ATG2A		30	27	3.2	No
STAB1		29	27	3.2	No
MTCL1		27	27	3.2	No
LILRA4		28	27	3.2	No
HECTD1		28	27	3.2	No
ARHGEF26		28	27	3.2	No
OR2M4		29	27	3.2	No
OR5H1		30	27	3.2	No
P2RY10		27	27	3.2	No
PADI1		28	27	3.2	No
ASAP1		27	27	3.2	No
PHF20L1		28	27	3.2	No
KCNK9		28	27	3.2	No
WBP11		28	27	3.2	No
BCL11A		28	27	3.2	Yes
PLEKHA5		27	27	3.2	No
TET2		31	27	3.2	Yes
ANO1		32	27	3.2	No
ASXL2		27	27	3.2	Yes
PLXNA3		27	27	3.2	No
PPP1R9A		28	27	3.2	No
VPS50		30	27	3.2	No
WWC3		31	27	3.2	No
PCDHGA3		31	27	3.2	No
PCDHA5		28	27	3.2	No
PAPOLB		27	27	3.2	No
BBX		27	27	3.2	No
ANO2		29	27	3.2	No
PAK5		28	27	3.2	Yes
SALL4		28	27	3.2	Yes
SRGAP1		28	27	3.2	No
TAOK1		29	27	3.2	No
NYAP2		28	27	3.2	No
QSER1		28	27	3.2	No
RSPH6A		27	27	3.2	No
FCRL4		27	27	3.2	Yes
SYT3		27	27	3.2	No
L3MBTL3		30	27	3.2	No
MCHR2		29	27	3.2	No
COL25A1		29	27	3.2	No
ZNF496		28	27	3.2	No
DOCK7		27	27	3.2	No
NAV1		28	27	3.2	No
TIMD4		27	27	3.2	No
LRRC4B		27	27	3.2	No
SYTL5		28	27	3.2	No
SLC2A13		28	27	3.2	No
XKR4		31	27	3.2	No
GAB4		27	27	3.2	No
ADAD1		27	27	3.2	No
AASDH		27	27	3.2	No
OR9A2		27	27	3.2	No
MYO3B		27	27	3.2	No
ANKRD35		29	27	3.2	No
BPIFB4		27	27	3.2	No
PRAG1		27	27	3.2	No
KCNU1		28	27	3.2	No
KIAA2026		27	27	3.2	No
XIRP1		27	27	3.2	No
C6ORF118		28	27	3.2	No
OR2T6		28	27	3.2	No
OR4C3		28	27	3.2	No
CATSPERD		29	27	3.2	No
NPAS4		32	27	3.2	No
NWD1		29	27	3.2	No
MAGEB18		30	27	3.2	No
TAS2R60		29	27	3.2	No
OR10R2		29	27	3.2	No
ANKRD30B		33	27	3.2	No
IGHV1OR21-1		28	27	3.2	No
OR6K3		27	27	3.2	No
CCSER1		31	27	3.2	No
OR4Q3		31	27	3.2	No
FAM155A		28	27	3.2	No
CCDC180		28	27	3.2	No
ACACA		26	26	3.1	No
ACTG2		27	26	3.1	No
PARP4		26	26	3.1	No
AGL		27	26	3.1	No
CD22		28	26	3.1	Yes
CNR1		26	26	3.1	No
CYP1A1		26	26	3.1	No
DAB1		26	26	3.1	No
DPYS		27	26	3.1	No
EDNRB		28	26	3.1	No
F9		26	26	3.1	No
GABRB2		27	26	3.1	No
GABRG2		27	26	3.1	No
GAP43		28	26	3.1	No
GK2		27	26	3.1	No
GRIA2		31	26	3.1	No
HLX		26	26	3.1	No
INPP5B		27	26	3.1	No
INPPL1		27	26	3.1	Yes
IRS1		29	26	3.1	Yes
VWA5A		26	26	3.1	No
MYBPC3		28	26	3.1	No
